postcode,lon,lat
M14 7PB,-2.230971,53.452516
M14 7PD,-2.231106,53.452425
M14 7PE,-2.230923,53.452039
M14 7PF,-2.230951,53.451662
M14 7PG,-2.230718,53.450296
M14 7PH,-2.229323,53.451413
M14 7PJ,-2.229277,53.45126
M14 7PL,-2.230722,53.451042
M14 7PN,-2.230043,53.45089
M14 7PP,-2.231515,53.450231
M14 7PQ,-2.230751,53.450907
M14 7PR,-2.230747,53.450134
M14 7PS,-2.230203,53.449802
M14 7PT,-2.229573,53.450253
M14 7PU,-2.229215,53.450883
M14 7PW,-2.23179,53.451119
M14 7PX,-2.229332,53.450281
M14 7PY,-2.228908,53.449868
M14 7PZ,-2.229654,53.448527
M14 7QA,-2.232415,53.449457
M14 7QB,-2.232748,53.449851
M14 7QD,-2.235093,53.449155
M14 7QE,-2.237318,53.448485
M14 7QF,-2.23762,53.448691
M14 7QG,-2.23762,53.448691
M14 7QH,-2.239357,53.447025
M14 7QJ,-2.236339,53.44837
M14 7QN,-2.237862,53.448826
M14 7QP,-2.239357,53.447025
M14 7QU,-2.2453090000000002,53.447795
M14 7RA,-2.23349,53.445185
M14 7RB,-2.233868,53.445355
M14 7RD,-2.234978,53.444688
M14 7RE,-2.23501,53.444966
M14 7RF,-2.233062,53.446714
M14 7RG,-2.231722,53.44677
M14 7RH,-2.232127,53.44641
M14 7RJ,-2.231039,53.448408
M14 7RL,-2.232202,53.449196
M14 7RN,-2.234758,53.448373
M14 7RP,-2.237059,53.448009
M14 7RQ,-2.236339,53.44837
M14 7RR,-2.221205,53.439357
M14 7RT,-2.235211,53.448651
M14 7RU,-2.221205,53.439357
M14 7RX,-2.236351,53.44793
M14 7RY,-2.236339,53.44837
M14 7SA,-2.229839,53.44379
M14 7SB,-2.229661,53.444168
M14 7SD,-2.229707,53.444419
M14 7SF,-2.236339,53.44837
M14 7SH,-2.235824,53.450788
M14 7SJ,-2.239357,53.447025
M14 7SL,-2.221205,53.439357
M14 7SS,-2.235414,53.45266
M14 7TA,-2.221205,53.439357
M14 7TB,-2.236339,53.44837
M14 7TD,-2.234261,53.451242
M14 7TG,-2.236054,53.451364
M14 7TH,-2.234685,53.451904
M14 7TJ,-2.221205,53.439357
M14 7TL,-2.235773,53.452308
M14 7TN,-2.235347,53.451455
M14 7TR,-2.236162,53.452144
M14 7TT,-2.242143,53.449644
M14 7UL,-2.229654,53.448527
M14 7UU,-2.229653,53.448544
M14 7UZ,-2.221205,53.439357
M14 7WA,-2.236339,53.44837
M14 7WB,-2.233034,53.452529
M14 7WD,-2.232244,53.454095
M14 7WE,-2.234504,53.454207
M14 7WF,-2.233328,53.454048
M14 7WG,-2.237011,53.450417
M14 7WH,-2.233325,53.4535
M14 7WJ,-2.234855,53.452659
M14 7WL,-2.233078,53.452404
M14 7WN,-2.234066,53.451215
M14 7WP,-2.237365,53.451586
M14 7WQ,-2.237345,53.450606
M14 7WR,-2.238349,53.449697
M14 7WS,-2.235789,53.449738
M14 7WT,-2.233113,53.450525
M14 7WU,-2.233355,53.450632
M14 7WW,-2.237098,53.452198
M14 7WX,-2.233218,53.450516
M14 7WY,-2.233218,53.450516
M14 7WZ,-2.221205,53.439357
M14 7XA,-2.237882,53.452421
M14 7XB,-2.221205,53.439357
M14 7XD,-2.221205,53.439357
M14 7XE,-2.221205,53.439357
M14 7XF,-2.221205,53.439357
M14 7XG,-2.221205,53.439357
M14 7XH,-2.221205,53.439357
M14 7XJ,-2.221205,53.439357
M14 7XL,-2.221158,53.439355
M14 7XN,-2.221158,53.439355
M14 7XY,-2.221205,53.439357
M14 7XZ,-2.221205,53.439357
M14 7YY,-2.221205,53.439357
M14 7YZ,-2.221205,53.439357
M15 4AA,-2.246493,53.47278
M15 4AB,-2.26046,53.465578
M15 4AD,-2.260757,53.464903
M15 4AE,-2.259419,53.465588
M15 4AF,-2.261325,53.466646
M15 4AG,-2.257546,53.46207
M15 4AH,-2.25854,53.464531
M15 4AJ,-2.262773,53.457321
M15 4AL,-2.258379,53.462769
M15 4AN,-2.258558,53.462571
M15 4AP,-2.257499,53.466618
M15 4AQ,-2.257546,53.46207
M15 4AR,-2.257596,53.465243
M15 4AS,-2.257227,53.461621
M15 4AT,-2.257227,53.461621
M15 4AU,-2.258212,53.46508
M15 4AW,-2.258816,53.465401
M15 4AX,-2.254007,53.472243
M15 4AY,-2.255507,53.466011
M15 4AZ,-2.256355,53.461794
M15 4BA,-2.256355,53.461794
M15 4BB,-2.246478,53.472789
M15 4BD,-2.258918,53.46719
M15 4BE,-2.259684,53.466901
M15 4BF,-2.264138,53.466001
M15 4BG,-2.263445,53.466084
M15 4BH,-2.263519,53.465769
M15 4BJ,-2.263863,53.465463
M15 4BL,-2.263529,53.46505
M15 4BN,-2.261891,53.46571
M15 4BP,-2.259174,53.464655
M15 4BQ,-2.261026,53.467158
M15 4BR,-2.259272,53.46603
M15 4BS,-2.260114,53.465759
M15 4BT,-2.262474,53.464971
M15 4BU,-2.261226,53.465325
M15 4BW,-2.258709,53.464962
M15 4BX,-2.261954,53.466212
M15 4BY,-2.262599,53.46569
M15 4BZ,-2.263792,53.466235
M15 4DA,-2.261814,53.465332
M15 4DB,-2.260212,53.467087
M15 4DD,-2.260105,53.46689
M15 4DE,-2.262017,53.466715
M15 4DF,-2.260305,53.46734
M15 4DG,-2.25837,53.466194
M15 4DH,-2.259371,53.467423
M15 4DJ,-2.260393,53.466971
M15 4DL,-2.259909,53.466667
M15 4DN,-2.259082,53.466866
M15 4DP,-2.259019,53.46639
M15 4DQ,-2.25867,53.465995
M15 4DR,-2.258442,53.465762
M15 4DS,-2.258776,53.466184
M15 4DT,-2.258598,53.466571
M15 4DU,-2.260057,53.466244
M15 4DW,-2.258359,53.466931
M15 4DX,-2.25959,53.466281
M15 4DY,-2.260433,53.466198
M15 4DZ,-2.258196,53.467309
M15 4EA,-2.259873,53.468141
M15 4EB,-2.258138,53.472738
M15 4ED,-2.26445,53.467744
M15 4EE,-2.265405,53.46874
M15 4EF,-2.265998,53.467283
M15 4EG,-2.258138,53.472738
M15 4EH,-2.265484,53.466888
M15 4EJ,-2.266055,53.466662
M15 4EL,-2.260726,53.469658
M15 4EN,-2.261134,53.469864
M15 4EP,-2.263932,53.466802
M15 4EQ,-2.263269,53.469185
M15 4ER,-2.26148,53.469764
M15 4ES,-2.261899,53.469359
M15 4ET,-2.262153,53.469116
M15 4EU,-2.263317,53.469706
M15 4EW,-2.261264,53.46652
M15 4EX,-2.264931,53.470017
M15 4EY,-2.264418,53.469839
M15 4EZ,-2.265438,53.469144
M15 4FA,-2.260804,53.467699
M15 4FB,-2.266127,53.466213
M15 4FD,-2.264638,53.466585
M15 4FE,-2.264673,53.467321
M15 4FF,-2.264673,53.467321
M15 4FG,-2.24691,53.471908
M15 4FH,-2.266055,53.466662
M15 4FJ,-2.265705,53.466203
M15 4FL,-2.265141,53.465109
M15 4FN,-2.246614,53.472915
M15 4FP,-2.259867,53.464752
M15 4FQ,-2.260831,53.472175
M15 4FR,-2.261614,53.469512
M15 4FS,-2.263019,53.470201
M15 4FT,-2.264098,53.46947
M15 4FU,-2.261211,53.465307
M15 4FW,-2.266599,53.469438
M15 4FX,-2.26579,53.470078
M15 4FY,-2.260831,53.472175
M15 4FZ,-2.264729,53.469047
M15 4GA,-2.253363,53.472784
M15 4GB,-2.251017,53.473857
M15 4GD,-2.251557,53.473067
M15 4GE,-2.259858,53.468141
M15 4GF,-2.261041,53.464615
M15 4GG,-2.249904,53.473843
M15 4GH,-2.260914,53.465937
M15 4GJ,-2.260804,53.467699
M15 4GL,-2.259858,53.468141
M15 4GN,-2.259858,53.468141
M15 4GP,-2.259858,53.468141
M15 4GQ,-2.263035,53.472871
M15 4GR,-2.263035,53.472871
M15 4GS,-2.263561,53.4726
M15 4GT,-2.264011,53.472267
M15 4GU,-2.247516,53.472803999999996
M15 4GW,-2.261684,53.466482
M15 4GX,-2.262773,53.457321
M15 4GY,-2.26449,53.471852
M15 4GZ,-2.259858,53.468141
M15 4HA,-2.264454,53.468356
M15 4HB,-2.263125,53.467855
M15 4HD,-2.261724,53.467948
M15 4HE,-2.262279,53.467498
M15 4HF,-2.259257,53.470857
M15 4HG,-2.258596,53.468809
M15 4HH,-2.260056,53.470927
M15 4HJ,-2.259692,53.470613
M15 4HL,-2.259224,53.470381
M15 4HN,-2.260925,53.470215
M15 4HP,-2.260187,53.470199
M15 4HQ,-2.259622,53.468995
M15 4HR,-2.258418,53.469259
M15 4HS,-2.258678,53.469842
M15 4HT,-2.259157,53.469266
M15 4HU,-2.25961,53.469553
M15 4HW,-2.2602,53.469857
M15 4HX,-2.258815,53.47013
M15 4HY,-2.258608,53.470795
M15 4HZ,-2.258608,53.470795
M15 4JA,-2.258537,53.471434
M15 4JB,-2.259079,53.471325
M15 4JD,-2.260117,53.471053
M15 4JE,-2.261169,53.470772
M15 4JF,-2.257402,53.468352
M15 4JG,-2.257766,53.463579
M15 4JH,-2.261241,53.472596
M15 4JJ,-2.25879,53.473447
M15 4JL,-2.264482,53.465775
M15 4JN,-2.265357,53.465837
M15 4JP,-2.261241,53.472596
M15 4JQ,-2.250832,53.473139
M15 4JR,-2.261241,53.472596
M15 4JS,-2.25879,53.473447
M15 4JT,-2.25713,53.472947
M15 4JU,-2.25713,53.472947
M15 4JW,-2.260078,53.472427
M15 4JX,-2.262243,53.471408
M15 4JY,-2.264078,53.471008
M15 4JZ,-2.260196,53.47195
M15 4LA,-2.26342,53.471675
M15 4LB,-2.26342,53.471675
M15 4LD,-2.261664,53.472748
M15 4LE,-2.262103,53.473233
M15 4LF,-2.258457,53.473106
M15 4LG,-2.259574,53.473481
M15 4LH,-2.258139,53.472855
M15 4LJ,-2.258457,53.473106
M15 4LL,-2.258154,53.465475
M15 4LN,-2.261352,53.47122
M15 4LP,-2.261167,53.47283
M15 4LQ,-2.262059,53.470941
M15 4LR,-2.261751,53.472191
M15 4LS,-2.262773,53.457321
M15 4LT,-2.265354,53.470259
M15 4LU,-2.265551,53.470536
M15 4LW,-2.265987,53.470231
M15 4LX,-2.265552,53.470519
M15 4LY,-2.263778,53.471189
M15 4LZ,-2.261445,53.471732
M15 4NA,-2.264727,53.47107
M15 4NB,-2.254773,53.471846
M15 4ND,-2.269612,53.469432
M15 4NE,-2.269763,53.469422
M15 4NF,-2.2681,53.468536
M15 4NG,-2.250325,53.471164
M15 4NH,-2.256017,53.473219
M15 4NJ,-2.256017,53.473219
M15 4NL,-2.256017,53.473219
M15 4NN,-2.256017,53.473219
M15 4NP,-2.252877,53.47212
M15 4NQ,-2.259858,53.468141
M15 4NR,-2.253583,53.471894
M15 4NS,-2.254773,53.471846
M15 4NT,-2.256017,53.473219
M15 4NU,-2.260929,53.473289
M15 4NW,-2.254564,53.472161
M15 4NX,-2.261664,53.472748
M15 4NY,-2.261664,53.472748
M15 4NZ,-2.261664,53.472748
M15 4PA,-2.253008,53.47132
M15 4PB,-2.259858,53.468141
M15 4PD,-2.259858,53.468141
M15 4PE,-2.262773,53.457321
M15 4PF,-2.262773,53.457321
M15 4PG,-2.249819,53.472189
M15 4PH,-2.259858,53.468141
M15 4PJ,-2.249083,53.47255
M15 4PL,-2.262773,53.457321
M15 4PN,-2.248162,53.47222
M15 4PP,-2.250699,53.473212
M15 4PQ,-2.250045,53.472171
M15 4PR,-2.256017,53.473219
M15 4PS,-2.250699,53.473534
M15 4PT,-2.261675,53.472191
M15 4PU,-2.248177,53.472211
M15 4PW,-2.250103,53.471865
M15 4PX,-2.250635,53.472646
M15 4PY,-2.250576,53.473229
M15 4PZ,-2.250696,53.4727
M15 4QA,-2.249198,53.471687
M15 4QB,-2.251724,53.473426
M15 4QD,-2.249198,53.471687
M15 4QE,-2.249198,53.471687
M15 4QF,-2.250179,53.471946
M15 4QG,-2.254843,53.473392
M15 4QH,-2.250174,53.473717
M15 4QJ,-2.248819,53.473746
M15 4QL,-2.249879,53.472108
M15 4QN,-2.249879,53.472108
M15 4QP,-2.25317,53.473369
M15 4QQ,-2.264319,53.470972
M15 4QR,-2.264664,53.470764
M15 4QS,-2.265027,53.470988
M15 4QT,-2.265059,53.471285
M15 4QU,-2.250037,53.473447
M15 4QW,-2.250696,53.4727
M15 4QX,-2.250037,53.473447
M15 4QY,-2.250696,53.4727
M15 4QZ,-2.266688,53.471756
M15 4RA,-2.246133,53.473454
M15 4RB,-2.24574,53.472935
M15 4RD,-2.262773,53.457321
M15 4RE,-2.259858,53.468141
M15 4RF,-2.24574,53.472935
M15 4RG,-2.24574,53.472935
M15 4RH,-2.24574,53.472935
M15 4RL,-2.247805,53.473316
M15 4RN,-2.259858,53.468141
M15 4RP,-2.248048,53.473639
M15 4RQ,-2.251602,53.473487
M15 4RR,-2.266132,53.471982
M15 4RS,-2.261324,53.471579
M15 4RT,-2.25133,53.473281
M15 4RX,-2.259858,53.468141
M15 4SF,-2.262773,53.457321
M15 4SG,-2.261772,53.466104
M15 4SH,-2.23492,53.461415
M15 4SJ,-2.23492,53.461415
M15 4SL,-2.259858,53.468141
M15 4SN,-2.23492,53.461415
M15 4SQ,-2.258137,53.472755
M15 4ST,-2.256758,53.473658
M15 4SU,-2.256758,53.473703
M15 4SW,-2.258506,53.473771
M15 4SX,-2.257394,53.474169
M15 4SY,-2.258188,53.473565
M15 4SZ,-2.257631,53.473638
M15 4TA,-2.248888,53.472722
M15 4TB,-2.248993,53.472622
M15 4TD,-2.249203,53.472424
M15 4TE,-2.249505,53.472594
M15 4TF,-2.249956,53.472441
M15 4TG,-2.259858,53.468141
M15 4TH,-2.250197,53.472368
M15 4TL,-2.261326,53.467085
M15 4TR,-2.261326,53.467085
M15 4TS,-2.262773,53.457321
M15 4TY,-2.248886,53.472738
M15 4UE,-2.259858,53.468141
M15 4UW,-2.249789,53.467048
M15 4WA,-2.267039,53.469923
M15 4WB,-2.266677,53.469753
M15 4WD,-2.26892,53.469514
M15 4WE,-2.267178,53.470363
M15 4WF,-2.262773,53.457321
M15 4WG,-2.255815,53.472222
M15 4WH,-2.255574,53.472213000000004
M15 4WJ,-2.262773,53.457321
M15 4WL,-2.266429,53.471048
M15 4WN,-2.262773,53.457321
M15 4WP,-2.266429,53.471048
M15 4WQ,-2.254778,53.47261
M15 4WR,-2.254564,53.472161
M15 4WS,-2.262773,53.457321
M15 4WT,-2.256071,53.472158
M15 4WU,-2.262773,53.457321
M15 4WW,-2.255574,53.472213000000004
M15 4WX,-2.25406,53.47343
M15 4WY,-2.255978,53.471799
M15 4WZ,-2.262773,53.457321
M15 4XA,-2.262773,53.457321
M15 4XB,-2.262773,53.457321
M15 4XD,-2.262773,53.457321
M15 4XE,-2.262773,53.457321
M15 4XF,-2.262773,53.457321
M15 4XG,-2.262773,53.457321
M15 4XH,-2.262773,53.457321
M15 4XJ,-2.262773,53.457321
M15 4XQ,-2.262773,53.457321
M15 4XR,-2.262773,53.457321
M15 4XS,-2.262773,53.457321
M15 4XT,-2.262773,53.457321
M15 4XU,-2.262773,53.457321
M15 4XW,-2.262773,53.457321
M15 4XX,-2.262773,53.457321
M15 4XY,-2.262773,53.457321
M15 4XZ,-2.262773,53.457321
M15 4ZA,-2.255767,53.471799
M15 4ZY,-2.252979,53.466466
M15 4ZZ,-2.262773,53.457321
M15 5AA,-2.255211,53.469517
M15 5AB,-2.249017,53.469018
M15 5AD,-2.257226,53.468875
M15 5AE,-2.253138,53.465405
M15 5AF,-2.249448,53.462959
M15 5AG,-2.262773,53.457321
M15 5AH,-2.257545,53.469243
M15 5AJ,-2.25717,53.469576000000004
M15 5AL,-2.256571,53.470233
M15 5AN,-2.257082,53.470044
M15 5AP,-2.257746,53.470141
M15 5AQ,-2.247039,53.463099
M15 5AR,-2.2576870000000002,53.470589
M15 5AS,-2.246107,53.461032
M15 5AT,-2.245483,53.45974
M15 5AU,-2.256044,53.467664
M15 5AW,-2.248908,53.468765
M15 5AX,-2.249085,53.462645
M15 5AY,-2.248587,53.46252
M15 5AZ,-2.250047,53.462346
M15 5BA,-2.262773,53.457338
M15 5BB,-2.25755,53.467661
M15 5BD,-2.259073,53.470354
M15 5BE,-2.262773,53.457321
M15 5BF,-2.25302,53.465873
M15 5BG,-2.252687,53.465487
M15 5BH,-2.256049,53.468563
M15 5BJ,-2.253399,53.468811
M15 5BL,-2.254548,53.469465
M15 5BN,-2.253042,53.469468
M15 5BP,-2.255352,53.467881
M15 5BQ,-2.254548,53.469465
M15 5BR,-2.262773,53.457321
M15 5BS,-2.253042,53.469468
M15 5BT,-2.254532,53.466768
M15 5BU,-2.253042,53.469468
M15 5BW,-2.253042,53.469468
M15 5BY,-2.25302,53.465873
M15 5BZ,-2.253138,53.465405
M15 5DB,-2.262773,53.457321
M15 5DD,-2.251226,53.460456
M15 5DE,-2.254521,53.464971
M15 5DF,-2.254521,53.464971
M15 5DG,-2.254527,53.465869
M15 5DH,-2.256033,53.465866
M15 5DJ,-2.249647,53.463489
M15 5DL,-2.251519,53.466775
M15 5DN,-2.251519,53.466775
M15 5DP,-2.254527,53.465869
M15 5DQ,-2.254527,53.465869
M15 5DR,-2.254527,53.465869
M15 5DS,-2.250002,53.46498
M15 5DT,-2.250002,53.46498
M15 5DU,-2.250002,53.46498
M15 5DW,-2.251519,53.466775
M15 5DX,-2.254531,53.464153
M15 5DY,-2.254546,53.464144
M15 5DZ,-2.251272,53.463189
M15 5EA,-2.250441,53.467883
M15 5EB,-2.256822,53.469406
M15 5ED,-2.244864,53.4698
M15 5EE,-2.249727,53.469385
M15 5EF,-2.250076,53.469888
M15 5EG,-2.256815,53.46813
M15 5EH,-2.248072,53.46982
M15 5EJ,-2.250131,53.463874
M15 5EL,-2.250645,53.464044
M15 5EN,-2.251019,53.463693
M15 5EP,-2.252296,53.463365
M15 5EQ,-2.252014,53.463807
M15 5ER,-2.250917,53.464259
M15 5ES,-2.249423,53.466321
M15 5ET,-2.252815,53.464291
M15 5EU,-2.249486,53.46419
M15 5EW,-2.252391,53.463923
M15 5EX,-2.253328,53.46438
M15 5EY,-2.253251,53.464074
M15 5EZ,-2.25301,53.464075
M15 5FB,-2.254454,53.458938
M15 5FD,-2.250238,53.469222
M15 5FE,-2.24911,53.469512
M15 5FF,-2.248644,53.469666
M15 5FH,-2.247485,53.469839
M15 5FJ,-2.247433,53.471259
M15 5FL,-2.256162,53.46725
M15 5FN,-2.256408,53.468202
M15 5FP,-2.251421,53.465391
M15 5FQ,-2.250647,53.466947
M15 5FR,-2.249849,53.466994
M15 5FS,-2.249989,53.465214
M15 5FT,-2.253344,53.464659
M15 5FU,-2.248491,53.464084
M15 5FW,-2.249844,53.466212
M15 5FX,-2.250567,53.466192
M15 5FY,-2.250527,53.464584
M15 5FZ,-2.250578,53.462957
M15 5GA,-2.247022,53.468257
M15 5GB,-2.254756,53.466417
M15 5GD,-2.254453,53.466139
M15 5GE,-2.25435,53.466508
M15 5GF,-2.24675,53.468051
M15 5GG,-2.258847,53.468142
M15 5GH,-2.258457,53.468314
M15 5GJ,-2.251493,53.464815
M15 5GL,-2.248652,53.463329
M15 5GN,-2.248491,53.464084
M15 5GP,-2.258485,53.467963
M15 5HA,-2.247,53.466784
M15 5HB,-2.247,53.466784
M15 5HD,-2.246995,53.465885
M15 5HE,-2.246995,53.465885
M15 5HF,-2.248501,53.465882
M15 5HG,-2.248507,53.466781
M15 5HH,-2.248507,53.466781
M15 5HJ,-2.262773,53.457321
M15 5HL,-2.262773,53.457321
M15 5HN,-2.248517,53.468579
M15 5HP,-2.248517,53.468579
M15 5HQ,-2.246995,53.465885
M15 5HR,-2.254214,53.464018
M15 5HS,-2.246995,53.465885
M15 5HT,-2.248507,53.466781
M15 5HU,-2.250024,53.468576
M15 5HW,-2.262773,53.457321
M15 5HX,-2.252687,53.465487
M15 5HY,-2.248684,53.466115
M15 5HZ,-2.25554,53.466577
M15 5JA,-2.254516,53.464072
M15 5JB,-2.251979,53.460392
M15 5JD,-2.254186,53.469439
M15 5JE,-2.247959,53.465775
M15 5JF,-2.256052,53.466513
M15 5JG,-2.256413,53.466423
M15 5JH,-2.24788,53.467843
M15 5JJ,-2.249789,53.464504
M15 5JL,-2.252818,53.464759
M15 5JN,-2.248984,53.460812
M15 5JP,-2.248487,53.460921
M15 5JQ,-2.259495,53.467962
M15 5JR,-2.247985,53.462539
M15 5JS,-2.248417,53.461784
M15 5JT,-2.248067,53.461316
M15 5JU,-2.262773,53.457321
M15 5JW,-2.252825,53.466222
M15 5JX,-2.255187,53.465562
M15 5JY,-2.255624,53.465588
M15 5JZ,-2.255566,53.465921
M15 5LA,-2.250412,53.468107
M15 5LB,-2.250637,53.467864
M15 5LD,-2.249981,53.461385
M15 5LE,-2.247672,53.468561
M15 5LF,-2.247903,53.461344
M15 5LJ,-2.253138,53.465405
M15 5LL,-2.256289,53.463448
M15 5LN,-2.256969,53.463698
M15 5LP,-2.257009,53.462961
M15 5LQ,-2.256571,53.46271
M15 5LR,-2.255069,53.468439
M15 5LS,-2.245447,53.458698
M15 5LX,-2.254853,53.467613
M15 5LY,-2.256736,53.467528
M15 5LZ,-2.253059,53.46732
M15 5NA,-2.249086,53.467903
M15 5NB,-2.248831,53.468191
M15 5ND,-2.248216,53.46866
M15 5NE,-2.246964,53.460492
M15 5NF,-2.262773,53.457321
M15 5NG,-2.251493,53.46228
M15 5NH,-2.248475,53.461388
M15 5NJ,-2.252598,53.465739
M15 5NL,-2.245463,53.461394
M15 5NN,-2.247522,53.460644
M15 5NP,-2.252884,53.465702
M15 5NQ,-2.248475,53.461388
M15 5NR,-2.246237,53.460034
M15 5NS,-2.246969,53.461391
M15 5NU,-2.248475,53.461388
M15 5NW,-2.248185,53.460723
M15 5NX,-2.249297,53.460281
M15 5NY,-2.24847,53.460489
M15 5NZ,-2.256918,53.465325
M15 5PA,-2.256307,53.466306
M15 5PB,-2.252802,53.462035
M15 5PD,-2.253886,53.459712
M15 5PE,-2.254219,53.460017
M15 5PF,-2.262773,53.457321
M15 5PH,-2.254248,53.459614
M15 5PJ,-2.25279,53.462619
M15 5PL,-2.251537,53.462065
M15 5PN,-2.250316,53.461896
M15 5PP,-2.257892,53.459462
M15 5PQ,-2.256117,53.459763
M15 5PR,-2.250709,53.462129
M15 5PS,-2.249966,53.461304
M15 5PT,-2.253138,53.465405
M15 5PU,-2.249813,53.460882
M15 5PW,-2.253982,53.460674
M15 5PX,-2.250059,53.461753
M15 5PY,-2.254889,53.460997
M15 5PZ,-2.249468,53.461179
M15 5QA,-2.254594,53.462049
M15 5QB,-2.253615,53.46197
M15 5QD,-2.254275,53.461547
M15 5QE,-2.255133,53.461473
M15 5QG,-2.254212,53.461052
M15 5QH,-2.25577,53.462262
M15 5QJ,-2.246089,53.462876
M15 5QL,-2.255267,53.458945
M15 5QP,-2.262773,53.457321
M15 5QQ,-2.251824,53.462298
M15 5QR,-2.251464,53.462523
M15 5RA,-2.251547,53.461301
M15 5RB,-2.2555,53.464951
M15 5RD,-2.246495,53.460251
M15 5RE,-2.247959,53.465775
M15 5RF,-2.248348,53.465469
M15 5RG,-2.249347,53.466204
M15 5RH,-2.256912,53.466727
M15 5RJ,-2.254939,53.466812
M15 5RL,-2.247512,53.4644
M15 5RN,-2.24687,53.46505
M15 5RP,-2.255393,53.464618
M15 5RR,-2.254599,53.470346
M15 5RS,-2.255043,53.469131
M15 5SL,-2.262773,53.457321
M15 5SR,-2.256217,53.468886
M15 5SS,-2.249345,53.46331
M15 5TA,-2.25126,53.466245
M15 5TB,-2.253573,53.465107
M15 5TD,-2.252116,53.465803
M15 5TE,-2.253428,53.46607
M15 5TF,-2.252702,53.465478
M15 5TG,-2.253214,53.465576
M15 5TH,-2.253798,53.467444
M15 5TJ,-2.249612,53.46774
M15 5TL,-2.249099,53.467616
M15 5TN,-2.254064,53.466563
M15 5TP,-2.256787,53.466062
M15 5TQ,-2.251085,53.467135
M15 5TR,-2.251239,53.467737
M15 5TS,-2.251021,53.466506
M15 5TT,-2.24751,53.461246
M15 5TU,-2.262773,53.457321
M15 5TZ,-2.262773,53.457321
M15 5UP,-2.249949,53.46356
M15 5UU,-2.262773,53.457321
M15 5UW,-2.262773,53.457321
M15 5UX,-2.262773,53.457321
M15 5UY,-2.262773,53.457321
M15 5UZ,-2.262773,53.457321
M15 5WA,-2.262773,53.457321
M15 5WB,-2.250461,53.461024
M15 5WD,-2.251229,53.460942
M15 5WE,-2.262773,53.457321
M15 5WF,-2.262773,53.457321
M15 5WG,-2.262773,53.457321
M15 5WH,-2.262773,53.457321
M15 5WJ,-2.262773,53.457321
M15 5WL,-2.251229,53.460933
M15 5WN,-2.262773,53.457321
M15 5WP,-2.262773,53.457321
M15 5WQ,-2.262773,53.457321
M15 5WR,-2.262773,53.457321
M15 5WS,-2.262773,53.457321
M15 5WT,-2.262773,53.457321
M15 5WU,-2.251229,53.460933
M15 5WW,-2.262773,53.457321
M15 5WX,-2.251229,53.460933
M15 5WY,-2.262773,53.457321
M15 5WZ,-2.262773,53.457321
M15 5XA,-2.262773,53.457321
M15 5XB,-2.262773,53.457321
M15 5XD,-2.262773,53.457321
M15 5XE,-2.25456,53.46897
M15 5XF,-2.25492,53.468646
M15 5XG,-2.255043,53.469131
M15 5XH,-2.254278,53.469654
M15 5XJ,-2.262773,53.457321
M15 5XL,-2.262773,53.457321
M15 5XN,-2.262773,53.457321
M15 5XT,-2.262773,53.457321
M15 5XU,-2.262773,53.457321
M15 5XW,-2.262773,53.457321
M15 5XX,-2.262773,53.457321
M15 5XY,-2.262773,53.457321
M15 5XZ,-2.262773,53.457321
M15 5YW,-2.25669,53.46493
M15 5YY,-2.262773,53.457321
M15 5YZ,-2.262773,53.457321
M15 5ZA,-2.252301,53.466521
M15 5ZU,-2.262773,53.457321
M15 5ZY,-2.252301,53.466521
M15 6AA,-2.240018,53.468021
M15 6AB,-2.233611,53.461751
M15 6AD,-2.2397,53.467761
M15 6AE,-2.245504,53.468585
M15 6AF,-2.244727,53.469861
M15 6AG,-2.240711,53.465377
M15 6AH,-2.243824,53.469694
M15 6AJ,-2.243824,53.469703
M15 6AL,-2.245579,53.471003
M15 6AN,-2.23888,53.466844
M15 6AP,-2.238866,53.466756
M15 6AQ,-2.241405,53.462984
M15 6AR,-2.238866,53.466756
M15 6AS,-2.242719,53.468806
M15 6AT,-2.242535,53.465706
M15 6AU,-2.240711,53.465377
M15 6AW,-2.246393,53.471118
M19 1SE,-2.21316,53.4201
M19 1SF,-2.211264,53.423214
M19 1SG,-2.208512,53.423407
M19 1SH,-2.208558,53.423668
M19 1SJ,-2.209894,53.422964
M19 1SL,-2.208863,53.424422
M19 1SN,-2.209182,53.425015
M19 1SP,-2.209602,53.427846
M19 1SQ,-2.209148,53.427379
M19 1SR,-2.214954,53.420879
M19 1SS,-2.214896,53.42123
M19 1ST,-2.213532,53.422392
M19 1SU,-2.21333,53.424073
M19 1SW,-2.212098,53.424407
M19 1SX,-2.214915,53.418955
M19 1SY,-2.216041,53.415538
M19 1SZ,-2.21466,53.416277
M19 1TA,-2.200315,53.430756
M19 1TB,-2.215121,53.412097
M19 1TD,-2.21487,53.413014
M19 1TE,-2.211908,53.419545
M19 1TF,-2.213271,53.418356
M19 1TG,-2.209513,53.418965
M19 1TH,-2.194913,53.444265
M19 1TJ,-2.206235,53.425649
M19 1TL,-2.214473,53.411864
M19 1TN,-2.208422,53.433185
M19 1TP,-2.211446,53.420391
M19 1TQ,-2.20625,53.425649
M19 1TR,-2.208802,53.42771
M19 1TU,-2.211446,53.420391
M19 1UA,-2.206235,53.425649
M19 1UB,-2.206235,53.425649
M19 1UD,-2.214698,53.420834
M19 1UE,-2.194913,53.444265
M19 1UF,-2.214698,53.420834
M19 1UG,-2.212694,53.420137
