postcode,ward_code,ward_name,msoa_code,msoa_hcl_name,lsoa_code,lsoa_name,la_code,la_name,lon,lat
BL0 0AA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31238,53.647771
BL0 0AB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.312472,53.648005
BL0 0AD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.313283,53.649171
BL0 0AE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.313003,53.65025
BL0 0AG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.309669,53.647347
BL0 0AH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.312981,53.649253
BL0 0AJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303785,53.647497
BL0 0AL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.310064,53.647652
BL0 0AN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.308076,53.644664
BL0 0AP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.309302,53.646854
BL0 0AQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.309425,53.647096
BL0 0AR,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.309435,53.646458
BL0 0AS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.309075,53.644751
BL0 0AT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.308393,53.646613
BL0 0AU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.307823,53.647315999999996
BL0 0AW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.307577,53.644674
BL0 0AX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304723,53.64745
BL0 0AY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.305269,53.647646
BL0 0AZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.308112,53.647603
BL0 0BA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.309633,53.648686
BL0 0BB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.310571,53.650724
BL0 0BD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.308508,53.650037
BL0 0BE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.307223,53.650131
BL0 0BG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.308993,53.650054
BL0 0BH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.307955,53.648817
BL0 0BJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.309204,53.64795
BL0 0BL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304986,53.648276
BL0 0BN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.309283,53.648409
BL0 0BQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.308352,53.651368
BL0 0BS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.313768,53.645269
BL0 0BT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.310393,53.647084
BL0 0BU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.310218,53.647939
BL0 0BW,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005022,Bury 003B,E08000002,Bury,-2.303393,53.647642
BL0 0BX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.305604,53.65213
BL0 0BY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.307008,53.645466
BL0 0BZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.305269,53.64557
BL0 0DA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.305536,53.644868
BL0 0DB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.304763,53.644663
BL0 0DD,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005022,Bury 003B,E08000002,Bury,-2.3014,53.646029
BL0 0DE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.3036,53.649142
BL0 0DF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303848,53.649897
BL0 0DG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304199,53.65243
BL0 0DH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.303675,53.646859
BL0 0DJ,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005022,Bury 003B,E08000002,Bury,-2.302513,53.647338
BL0 0DL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303955,53.648009
BL0 0DN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303629,53.653178
BL0 0DP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304197,53.650048
BL0 0DQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.301078,53.653993
BL0 0DR,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304496,53.651666
BL0 0DS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304608,53.652438
BL0 0DT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.320652,53.645494
BL0 0DU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.308814,53.652535
BL0 0DW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303095,53.652442
BL0 0DX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303553,53.653034
BL0 0DZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.302753,53.653333
BL0 0EA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.302948,53.65309
BL0 0ED,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303853,53.654822
BL0 0EE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.302749,53.654924
BL0 0EF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303313,53.655417
BL0 0EG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303317,53.660198
BL0 0EH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.30315,53.655884
BL0 0EJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303846,53.655964
BL0 0EL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.302933,53.655256
BL0 0EP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303007,53.65708
BL0 0EQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.30195,53.661595
BL0 0ER,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.30374,53.65804
BL0 0ES,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303533,53.662876
BL0 0FA,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FH,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FN,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FR,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.304623,53.646183
BL0 0FW,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FX,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FY,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0FZ,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0GA,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0GB,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0GD,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0GE,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0GG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.305165,53.652104
BL0 0GN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.313227,53.649881
BL0 0HD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.303063,53.650159
BL0 0HH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.302167,53.653927
BL0 0ND,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.309752,53.658627
BL0 0PP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316742,53.652479
BL0 0PR,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316753,53.654052
BL0 0PS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.316149,53.654098
BL0 0PT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315995,53.651717
BL0 0PU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316706,53.651805
BL0 0PX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.315731,53.652922
BL0 0RJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.29824,53.665595
BL0 0RX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.29482,53.659042
BL0 0RZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.295939,53.663354
BL0 0SE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304078,53.654525
BL0 0SF,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0SQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005015,Bury 001B,E08000002,Bury,-2.304078,53.654525
BL0 0WA,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0WW,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0WX,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0WY,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0WZ,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0XB,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0YX,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0YY,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 0ZW,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9AA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316612,53.647266
BL0 9AB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31512,53.648025
BL0 9AD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31756,53.648594
BL0 9AE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.319741,53.648938
BL0 9AF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.319373,53.648292
BL0 9AG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317877,53.648494
BL0 9AH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.322179,53.649345
BL0 9AJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318865,53.649192
BL0 9AL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315322,53.64673
BL0 9AN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316434,53.647716
BL0 9AP,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005020,Bury 003A,E08000002,Bury,-2.31583,53.635853
BL0 9AQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316255,53.648067
BL0 9AR,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9AS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316612,53.647266
BL0 9AT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318207,53.648143
BL0 9AU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.316215,53.642827
BL0 9AW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318462,53.645895
BL0 9AX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.317712,53.644755
BL0 9AY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317887,53.645878
BL0 9AZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316452,53.646161
BL0 9BA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317632,53.648126
BL0 9BB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317867,53.647227
BL0 9BD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317773,53.646804
BL0 9BE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317883,53.647397
BL0 9BF,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9BG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31544,53.648366
BL0 9BH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318172,53.647512999999996
BL0 9BJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317631,53.647973
BL0 9BL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317889,53.648125
BL0 9BN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315353,53.648914
BL0 9BP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315577,53.648509
BL0 9BQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315122,53.648304
BL0 9BR,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316491,53.649307
BL0 9BS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317079,53.649107
BL0 9BT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316665,53.650331
BL0 9BU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317292,53.651228
BL0 9BW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315809,53.64912
BL0 9BX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317771,53.652503
BL0 9BY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317621,53.650688
BL0 9BZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.315981,53.647942
BL0 9DA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318298,53.652196000000004
BL0 9DB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.317183,53.644838
BL0 9DD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.319286,53.648796
BL0 9DE,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005020,Bury 003A,E08000002,Bury,-2.318286,53.638579
BL0 9DF,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005020,Bury 003A,E08000002,Bury,-2.317823,53.637412
BL0 9DG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.320713,53.651479
BL0 9DH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318741,53.648752
BL0 9DJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.320914,53.652081
BL0 9DL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.321479,53.652682
BL0 9DN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.321467,53.651082
BL0 9DP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.32225,53.652581
BL0 9DQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.320838,53.652009
BL0 9DR,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005021,Bury 001F,E08000002,Bury,-2.325271,53.653939
BL0 9DS,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323276,53.650358
BL0 9DT,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.321685,53.650012
BL0 9DU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.321058,53.64907
BL0 9DW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.320163,53.650744
BL0 9DX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.320004,53.647742
BL0 9DY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.319493,53.648211
BL0 9DZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.318108,53.647037
BL0 9EA,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.319978,53.646349
BL0 9EB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.320493,53.646429
BL0 9ED,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.321259,53.647622
BL0 9EE,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.322279,53.648554
BL0 9EF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.322091,53.647629
BL0 9EG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.322454,53.649668
BL0 9EH,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005018,Bury 001E,E08000002,Bury,-2.324038,53.647048
BL0 9EJ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.322509,53.646963
BL0 9EL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.320836,53.647722
BL0 9EN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323517,53.650142
BL0 9EP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323621,53.649908
BL0 9EQ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323228,53.649972
BL0 9ER,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323998,53.64979
BL0 9ES,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323759,53.648218
BL0 9ET,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.324384,53.648827
BL0 9EU,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323991,53.648909
BL0 9EW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.32376,53.650222
BL0 9EX,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323853,53.64864
BL0 9EY,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323454,53.647832
BL0 9EZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323197,53.64786
BL0 9FA,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9FB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.326111,53.639394
BL0 9FD,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.323999,53.638024
BL0 9FE,E05014158,North Manor,E02001020,Summerseat,E01005048,Bury 002D,E08000002,Bury,-2.334028,53.630573
BL0 9FF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.318585,53.640169
BL0 9FG,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.319552,53.640014
BL0 9FH,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005022,Bury 003B,E08000002,Bury,-2.314852,53.634409
BL0 9FJ,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005022,Bury 003B,E08000002,Bury,-2.313688,53.634555
BL0 9FL,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005016,Bury 001C,E08000002,Bury,-2.323482,53.64554
BL0 9FN,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.317266,53.647821
BL0 9FP,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.3151,53.6494
BL0 9FQ,E05014163,Ramsbottom,E02001021,Nuttall & Tottington,E01005020,Bury 003A,E08000002,Bury,-2.315356,53.635117
BL0 9FR,E05014158,North Manor,E02001020,Summerseat,E01005023,Bury 002B,E08000002,Bury,-2.325683,53.623036
BL0 9FS,E05014158,North Manor,E02001020,Summerseat,E01005023,Bury 002B,E08000002,Bury,-2.325683,53.623036
BL0 9FT,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9FU,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9FW,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31507,53.6494
BL0 9FX,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9FY,E05014158,North Manor,E02001020,Summerseat,E01005046,Bury 002C,E08000002,Bury,-2.333517,53.631068
BL0 9FZ,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.31846,53.647648
BL0 9GA,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9GB,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005014,Bury 001A,E08000002,Bury,-2.316769,53.646016
BL0 9GD,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9GE,E05014154,Bury West,E02001027,Whitehead Park,E01004948,Bury 009B,E08000002,Bury,-2.310205,53.592643
BL0 9GF,E05014163,Ramsbottom,E02001019,Ramsbottom,E01005017,Bury 001D,E08000002,Bury,-2.323535,53.638736
