postcode,lon,lat,area_code,area_name,geometry
M33 1LE,-2.321787,53.430589,E05000820,Ashton upon Mersey,"c(-2.321787, 53.430589)"
M33 1LF,-2.322979,53.430972,E05000820,Ashton upon Mersey,"c(-2.322979, 53.430972)"
M33 1LG,-2.330107,53.432049,E05000820,Ashton upon Mersey,"c(-2.330107, 53.432049)"
M33 1LH,-2.323917,53.431518,E05000820,Ashton upon Mersey,"c(-2.323917, 53.431518)"
M33 1LJ,-2.32586,53.431782,E05000820,Ashton upon Mersey,"c(-2.32586, 53.431782)"
M33 1LL,-2.326411,53.430945,E05000820,Ashton upon Mersey,"c(-2.326411, 53.430945)"
M33 1LN,-2.327155,53.431842,E05000820,Ashton upon Mersey,"c(-2.327155, 53.431842)"
M33 1LP,-2.32932,53.431476,E05000820,Ashton upon Mersey,"c(-2.32932, 53.431476)"
M33 1LQ,-2.329742,53.431673,E05000820,Ashton upon Mersey,"c(-2.329742, 53.431673)"
M33 1LR,-2.329341,53.432357,E05000820,Ashton upon Mersey,"c(-2.329341, 53.432357)"
M33 1LS,-2.326061,53.432483,E05000820,Ashton upon Mersey,"c(-2.326061, 53.432483)"
M33 1LT,-2.325486,53.432098,E05000820,Ashton upon Mersey,"c(-2.325486, 53.432098)"
M33 1LU,-2.326842,53.432229,E05000820,Ashton upon Mersey,"c(-2.326842, 53.432229)"
M33 1LW,-2.328564,53.43111,E05000820,Ashton upon Mersey,"c(-2.328564, 53.43111)"
M33 1LX,-2.322044,53.430651,E05000820,Ashton upon Mersey,"c(-2.322044, 53.430651)"
M33 1LY,-2.323549,53.430647,E05000820,Ashton upon Mersey,"c(-2.323549, 53.430647)"
M33 1LZ,-2.323549,53.430647,E05000820,Ashton upon Mersey,"c(-2.323549, 53.430647)"
M33 1NA,-2.322048,53.425303,E05000833,Priory,"c(-2.322048, 53.425303)"
M33 1NB,-2.330009,53.423304,E05000820,Ashton upon Mersey,"c(-2.330009, 53.423304)"
M33 1ND,-2.330609,53.424965,E05000820,Ashton upon Mersey,"c(-2.330609, 53.424965)"
M33 1NE,-2.328922,53.426749,E05000820,Ashton upon Mersey,"c(-2.328922, 53.426749)"
M33 1NF,-2.330208,53.427645,E05000820,Ashton upon Mersey,"c(-2.330208, 53.427645)"
M33 1NH,-2.336428,53.426315,E05000820,Ashton upon Mersey,"c(-2.336428, 53.426315)"
M33 1NJ,-2.336921,53.427734,E05000820,Ashton upon Mersey,"c(-2.336921, 53.427734)"
M33 1NL,-2.336927,53.428552,E05000820,Ashton upon Mersey,"c(-2.336927, 53.428552)"
M33 1NN,-2.334465,53.429332,E05000820,Ashton upon Mersey,"c(-2.334465, 53.429332)"
M33 1NP,-2.329535,53.426253,E05000820,Ashton upon Mersey,"c(-2.329535, 53.426253)"
M33 1NQ,-2.33106,53.428829,E05000820,Ashton upon Mersey,"c(-2.33106, 53.428829)"
M33 1NR,-2.325277,53.42631,E05000820,Ashton upon Mersey,"c(-2.325277, 53.42631)"
M33 1NS,-2.327946,53.425152,E05000820,Ashton upon Mersey,"c(-2.327946, 53.425152)"
M33 1NT,-2.327617,53.425414,E05000820,Ashton upon Mersey,"c(-2.327617, 53.425414)"
M33 1NU,-2.332544,53.426128,E05000820,Ashton upon Mersey,"c(-2.332544, 53.426128)"
M33 1NW,-2.335362,53.428529,E05000820,Ashton upon Mersey,"c(-2.335362, 53.428529)"
M33 1NX,-2.328794,53.42772,E05000820,Ashton upon Mersey,"c(-2.328794, 53.42772)"
M33 1NY,-2.330361,53.428031,E05000820,Ashton upon Mersey,"c(-2.330361, 53.428031)"
M33 1NZ,-2.32931,53.42824,E05000820,Ashton upon Mersey,"c(-2.32931, 53.42824)"
M33 1PA,-2.331544,53.431137,E05000820,Ashton upon Mersey,"c(-2.331544, 53.431137)"
M33 1PB,-2.331427,53.431533,E05000820,Ashton upon Mersey,"c(-2.331427, 53.431533)"
M33 1PD,-2.330783,53.431976,E05000820,Ashton upon Mersey,"c(-2.330783, 53.431976)"
M33 1PE,-2.331702,53.43013,E05000820,Ashton upon Mersey,"c(-2.331702, 53.43013)"
M33 1PF,-2.331905,53.429114,E05000820,Ashton upon Mersey,"c(-2.331905, 53.429114)"
M33 1PH,-2.331509,53.428549,E05000820,Ashton upon Mersey,"c(-2.331509, 53.428549)"
M33 1PJ,-2.332269,53.427549,E05000820,Ashton upon Mersey,"c(-2.332269, 53.427549)"
M33 1PL,-2.332395,53.428268,E05000820,Ashton upon Mersey,"c(-2.332395, 53.428268)"
M33 1PN,-2.332765,53.42744,E05000820,Ashton upon Mersey,"c(-2.332765, 53.42744)"
M33 1PP,-2.334435,53.427363,E05000820,Ashton upon Mersey,"c(-2.334435, 53.427363)"
M33 1PQ,-2.33106,53.428829,E05000820,Ashton upon Mersey,"c(-2.33106, 53.428829)"
M33 1PR,-2.333367,53.427501,E05000820,Ashton upon Mersey,"c(-2.333367, 53.427501)"
M33 1PS,-2.334056,53.427023,E05000820,Ashton upon Mersey,"c(-2.334056, 53.427023)"
M33 1PW,-2.334888,53.427542,E05000820,Ashton upon Mersey,"c(-2.334888, 53.427542)"
M33 1PY,-2.334056,53.427023,E05000820,Ashton upon Mersey,"c(-2.334056, 53.427023)"
M33 1PZ,-2.334056,53.427023,E05000820,Ashton upon Mersey,"c(-2.334056, 53.427023)"
M33 1QA,-2.334001,53.425738,E05000820,Ashton upon Mersey,"c(-2.334001, 53.425738)"
M33 1QB,-2.336075,53.423529,E05000820,Ashton upon Mersey,"c(-2.336075, 53.423529)"
M33 1QD,-2.336461,53.424841,E05000820,Ashton upon Mersey,"c(-2.336461, 53.424841)"
M33 1QE,-2.33781,53.424046,E05000820,Ashton upon Mersey,"c(-2.33781, 53.424046)"
M33 1QF,-2.338858,53.423387,E05000820,Ashton upon Mersey,"c(-2.338858, 53.423387)"
M33 1QH,-2.343227,53.424004,E05000834,St Mary's,"c(-2.343227, 53.424004)"
M33 1QJ,-2.344478,53.428063,E05000834,St Mary's,"c(-2.344478, 53.428063)"
M33 1QL,-2.343549,53.42669,E05000820,Ashton upon Mersey,"c(-2.343549, 53.42669)"
M33 1QN,-2.341258,53.426184,E05000820,Ashton upon Mersey,"c(-2.341258, 53.426184)"
M33 1QP,-2.342334,53.425229,E05000820,Ashton upon Mersey,"c(-2.342334, 53.425229)"
M33 1QT,-2.332488,53.418937,E05000823,Brooklands,"c(-2.332488, 53.418937)"
M33 1QU,-2.326517,53.425246,E05000820,Ashton upon Mersey,"c(-2.326517, 53.425246)"
M33 1QW,-2.339377,53.426271,E05000820,Ashton upon Mersey,"c(-2.339377, 53.426271)"
M33 1QX,-2.326517,53.425246,E05000820,Ashton upon Mersey,"c(-2.326517, 53.425246)"
M33 1QY,-2.326127,53.425319,E05000820,Ashton upon Mersey,"c(-2.326127, 53.425319)"
M33 1QZ,-2.327456,53.423985,E05000820,Ashton upon Mersey,"c(-2.327456, 53.423985)"
M33 1RA,-2.328448,53.423874,E05000820,Ashton upon Mersey,"c(-2.328448, 53.423874)"
M33 1RB,-2.329499,53.421642,E05000833,Priory,"c(-2.329499, 53.421642)"
M33 1RD,-2.332488,53.418937,E05000823,Brooklands,"c(-2.332488, 53.418937)"
M33 1RE,-2.328203,53.423336,E05000820,Ashton upon Mersey,"c(-2.328203, 53.423336)"
M33 1RF,-2.329308,53.4222,E05000820,Ashton upon Mersey,"c(-2.329308, 53.4222)"
M33 1RG,-2.332454,53.422317,E05000820,Ashton upon Mersey,"c(-2.332454, 53.422317)"
M33 1RH,-2.330609,53.421091,E05000820,Ashton upon Mersey,"c(-2.330609, 53.421091)"
M33 1RJ,-2.331594,53.420126,E05000820,Ashton upon Mersey,"c(-2.331594, 53.420126)"
M33 1RN,-2.33152,53.420207,E05000820,Ashton upon Mersey,"c(-2.33152, 53.420207)"
M33 1RP,-2.33132,53.421646,E05000820,Ashton upon Mersey,"c(-2.33132, 53.421646)"
M33 1RQ,-2.330919,53.422348,E05000820,Ashton upon Mersey,"c(-2.330919, 53.422348)"
M33 1RR,-2.332345,53.421913,E05000820,Ashton upon Mersey,"c(-2.332345, 53.421913)"
M33 1RS,-2.332793,53.421408,E05000820,Ashton upon Mersey,"c(-2.332793, 53.421408)"
M33 1RT,-2.33421,53.421692,E05000820,Ashton upon Mersey,"c(-2.33421, 53.421692)"
M33 1RU,-2.333749,53.422457,E05000820,Ashton upon Mersey,"c(-2.333749, 53.422457)"
M33 1RW,-2.33324,53.420859,E05000820,Ashton upon Mersey,"c(-2.33324, 53.420859)"
M33 1RX,-2.334908,53.422427,E05000820,Ashton upon Mersey,"c(-2.334908, 53.422427)"
M33 1RY,-2.331827,53.42293,E05000820,Ashton upon Mersey,"c(-2.331827, 53.42293)"
M33 1RZ,-2.331934,53.423164,E05000820,Ashton upon Mersey,"c(-2.331934, 53.423164)"
M33 1SA,-2.332335,53.424403,E05000820,Ashton upon Mersey,"c(-2.332335, 53.424403)"
M33 1SB,-2.332755,53.424267,E05000820,Ashton upon Mersey,"c(-2.332755, 53.424267)"
M33 1SD,-2.33408,53.424317,E05000820,Ashton upon Mersey,"c(-2.33408, 53.424317)"
M33 1SF,-2.323269,53.423529,E05000833,Priory,"c(-2.323269, 53.423529)"
M33 1SH,-2.334439,53.424046,E05000820,Ashton upon Mersey,"c(-2.334439, 53.424046)"
M33 1SJ,-2.328015,53.424343,E05000820,Ashton upon Mersey,"c(-2.328015, 53.424343)"
M33 1SN,-2.322281,53.424242,E05000833,Priory,"c(-2.322281, 53.424242)"
M33 1SP,-2.33708,53.428812,E05000820,Ashton upon Mersey,"c(-2.33708, 53.428812)"
M33 1SR,-2.326465,53.42228,E05000833,Priory,"c(-2.326465, 53.42228)"
M33 1SS,-2.328496,53.422292,E05000833,Priory,"c(-2.328496, 53.422292)"
M33 1ST,-2.329506,53.422541,E05000820,Ashton upon Mersey,"c(-2.329506, 53.422541)"
M33 1SU,-2.328093,53.42268,E05000833,Priory,"c(-2.328093, 53.42268)"
M33 1SW,-2.329541,53.427035,E05000820,Ashton upon Mersey,"c(-2.329541, 53.427035)"
M33 1SX,-2.327995,53.421646,E05000833,Priory,"c(-2.327995, 53.421646)"
M33 1SY,-2.32718,53.421433,E05000833,Priory,"c(-2.32718, 53.421433)"
M33 1SZ,-2.324886,53.42045,E05000833,Priory,"c(-2.324886, 53.42045)"
M33 1TA,-2.324449,53.42047,E05000833,Priory,"c(-2.324449, 53.42047)"
M33 1TB,-2.324076,53.420794,E05000833,Priory,"c(-2.324076, 53.420794)"
M33 1TD,-2.323087,53.421363,E05000833,Priory,"c(-2.323087, 53.421363)"
M33 1TE,-2.323508,53.421335,E05000833,Priory,"c(-2.323508, 53.421335)"
M33 1TF,-2.324036,53.421531,E05000833,Priory,"c(-2.324036, 53.421531)"
M33 1TG,-2.32755,53.420587,E05000833,Priory,"c(-2.32755, 53.420587)"
M33 1TH,-2.325282,53.42107,E05000833,Priory,"c(-2.325282, 53.42107)"
M33 1TJ,-2.326126,53.421229,E05000833,Priory,"c(-2.326126, 53.421229)"
M33 1TL,-2.325863,53.420367,E05000833,Priory,"c(-2.325863, 53.420367)"
M33 1TN,-2.326965,53.420768,E05000833,Priory,"c(-2.326965, 53.420768)"
M33 1TP,-2.327988,53.420748,E05000833,Priory,"c(-2.327988, 53.420748)"
M33 1TQ,-2.329243,53.421625,E05000833,Priory,"c(-2.329243, 53.421625)"
M33 1TR,-2.330997,53.420739,E05000820,Ashton upon Mersey,"c(-2.330997, 53.420739)"
M33 1TS,-2.325075,53.41956,E05000833,Priory,"c(-2.325075, 53.41956)"
M33 1TT,-2.325455,53.420188,E05000833,Priory,"c(-2.325455, 53.420188)"
M33 1TU,-2.325902,53.419531,E05000833,Priory,"c(-2.325902, 53.419531)"
M33 1TW,-2.328113,53.42134,E05000833,Priory,"c(-2.328113, 53.42134)"
M33 1TX,-2.328619,53.420692,E05000833,Priory,"c(-2.328619, 53.420692)"
M33 1TY,-2.329886,53.421048,E05000833,Priory,"c(-2.329886, 53.421048)"
M33 1TZ,-2.329384,53.420393,E05000833,Priory,"c(-2.329384, 53.420393)"
M33 1UA,-2.329579,53.420222,E05000833,Priory,"c(-2.329579, 53.420222)"
M33 1UB,-2.328957,53.419558,E05000833,Priory,"c(-2.328957, 53.419558)"
M33 1UD,-2.330664,53.420426,E05000833,Priory,"c(-2.330664, 53.420426)"
M33 1UE,-2.330323,53.419213,E05000833,Priory,"c(-2.330323, 53.419213)"
M33 1UF,-2.329922,53.41987,E05000833,Priory,"c(-2.329922, 53.41987)"
M33 1UH,-2.323199,53.42423,E05000833,Priory,"c(-2.323199, 53.42423)"
M33 1UJ,-2.329508,53.418892,E05000833,Priory,"c(-2.329508, 53.418892)"
M33 1UL,-2.323947,53.423626,E05000833,Priory,"c(-2.323947, 53.423626)"
M33 1UN,-2.330395,53.418799,E05000823,Brooklands,"c(-2.330395, 53.418799)"
M33 1UP,-2.324999,53.423452,E05000833,Priory,"c(-2.324999, 53.423452)"
M33 1UR,-2.324999,53.423452,E05000833,Priory,"c(-2.324999, 53.423452)"
M33 1US,-2.324999,53.423452,E05000833,Priory,"c(-2.324999, 53.423452)"
M33 1UT,-2.323219,53.422864,E05000833,Priory,"c(-2.323219, 53.422864)"
M33 1UU,-2.323908,53.422422,E05000833,Priory,"c(-2.323908, 53.422422)"
M33 1UW,-2.327995,53.421646,E05000833,Priory,"c(-2.327995, 53.421646)"
M33 1UX,-2.324759,53.423507,E05000833,Priory,"c(-2.324759, 53.423507)"
M33 1UY,-2.325251,53.423002,E05000833,Priory,"c(-2.325251, 53.423002)"
M33 1UZ,-2.325241,53.423685,E05000833,Priory,"c(-2.325241, 53.423685)"
M33 1WB,-2.329332,53.423395,E05000820,Ashton upon Mersey,"c(-2.329332, 53.423395)"
M33 1WD,-2.330238,53.425649,E05000820,Ashton upon Mersey,"c(-2.330238, 53.425649)"
M33 1WE,-2.332742,53.426514,E05000820,Ashton upon Mersey,"c(-2.332742, 53.426514)"
M33 1WF,-2.333329,53.426485,E05000820,Ashton upon Mersey,"c(-2.333329, 53.426485)"
M33 1WH,-2.335937,53.427053,E05000820,Ashton upon Mersey,"c(-2.335937, 53.427053)"
M33 1WJ,-2.337514,53.428523,E05000820,Ashton upon Mersey,"c(-2.337514, 53.428523)"
M33 1WL,-2.335278,53.429338,E05000820,Ashton upon Mersey,"c(-2.335278, 53.429338)"
M33 1WN,-2.334578,53.428316,E05000820,Ashton upon Mersey,"c(-2.334578, 53.428316)"
M33 1WP,-2.328629,53.425842,E05000820,Ashton upon Mersey,"c(-2.328629, 53.425842)"
M33 1WR,-2.328022,53.425242,E05000820,Ashton upon Mersey,"c(-2.328022, 53.425242)"
M33 1WS,-2.328015,53.424343,E05000820,Ashton upon Mersey,"c(-2.328015, 53.424343)"
M33 1WT,-2.326521,53.425758,E05000820,Ashton upon Mersey,"c(-2.326521, 53.425758)"
M33 1WU,-2.326923,53.427114,E05000820,Ashton upon Mersey,"c(-2.326923, 53.427114)"
M33 1WW,-2.334185,53.428101,E05000820,Ashton upon Mersey,"c(-2.334185, 53.428101)"
M33 1WX,-2.327978,53.427363,E05000820,Ashton upon Mersey,"c(-2.327978, 53.427363)"
M33 1WY,-2.330174,53.429047,E05000820,Ashton upon Mersey,"c(-2.330174, 53.429047)"
M33 1WZ,-2.331221,53.430186,E05000820,Ashton upon Mersey,"c(-2.331221, 53.430186)"
M33 1XA,-2.324698,53.425458,E05000833,Priory,"c(-2.324698, 53.425458)"
M33 1XB,-2.323766,53.425523,E05000833,Priory,"c(-2.323766, 53.425523)"
M33 1XD,-2.326083,53.423593,E05000833,Priory,"c(-2.326083, 53.423593)"
M33 1XE,-2.322274,53.425302,E05000833,Priory,"c(-2.322274, 53.425302)"
M33 1XF,-2.320903,53.425054,E05000833,Priory,"c(-2.320903, 53.425054)"
M33 1XG,-2.322882,53.422137,E05000833,Priory,"c(-2.322882, 53.422137)"
M33 1XH,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1XJ,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1XL,-2.321717,53.425214,E05000833,Priory,"c(-2.321717, 53.425214)"
M33 1XN,-2.324344,53.424452,E05000833,Priory,"c(-2.324344, 53.424452)"
M33 1XP,-2.320436,53.42502,E05000833,Priory,"c(-2.320436, 53.42502)"
M33 1XQ,-2.323335,53.422342,E05000833,Priory,"c(-2.323335, 53.422342)"
M33 1XR,-2.320436,53.42502,E05000833,Priory,"c(-2.320436, 53.42502)"
M33 1XS,-2.320428,53.423968,E05000833,Priory,"c(-2.320428, 53.423968)"
M33 1XT,-2.326083,53.423593,E05000833,Priory,"c(-2.326083, 53.423593)"
M33 1XU,-2.320498,53.425262,E05000833,Priory,"c(-2.320498, 53.425262)"
M33 1XW,-2.325192,53.425142,E05000833,Priory,"c(-2.325192, 53.425142)"
M33 1XX,-2.322003,53.425258,E05000833,Priory,"c(-2.322003, 53.425258)"
M33 1XY,-2.326144,53.425669,E05000820,Ashton upon Mersey,"c(-2.326144, 53.425669)"
M33 1XZ,-2.321966,53.424413,E05000833,Priory,"c(-2.321966, 53.424413)"
M33 1YA,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1YB,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1YD,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1YE,-2.322542,53.42496,E05000833,Priory,"c(-2.322542, 53.42496)"
M33 1YF,-2.323778,53.425199,E05000833,Priory,"c(-2.323778, 53.425199)"
M33 1YH,-2.319793,53.425525,E05000833,Priory,"c(-2.319793, 53.425525)"
M33 1YJ,-2.327162,53.424921,E05000820,Ashton upon Mersey,"c(-2.327162, 53.424921)"
M33 1YR,-2.322048,53.425303,E05000833,Priory,"c(-2.322048, 53.425303)"
M33 1YS,-2.320498,53.425262,E05000833,Priory,"c(-2.320498, 53.425262)"
M33 1YT,-2.320491,53.424363,E05000833,Priory,"c(-2.320491, 53.424363)"
M33 1YX,-2.330868,53.427418,E05000820,Ashton upon Mersey,"c(-2.330868, 53.427418)"
M33 1YZ,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1ZA,-2.32072,53.424722,E05000833,Priory,"c(-2.32072, 53.424722)"
M33 1ZB,-2.323508,53.425254,E05000833,Priory,"c(-2.323508, 53.425254)"
M33 1ZD,-2.321807,53.425187,E05000833,Priory,"c(-2.321807, 53.425187)"
M33 1ZE,-2.322685,53.423872,E05000833,Priory,"c(-2.322685, 53.423872)"
M33 1ZF,-2.32,53.425111,E05000833,Priory,"c(-2.32, 53.425111)"
M33 2AA,-2.316314,53.427269,E05000833,Priory,"c(-2.316314, 53.427269)"
M33 2AB,-2.318719,53.424853,E05000833,Priory,"c(-2.318719, 53.424853)"
M33 2AD,-2.308909,53.429158,E05000833,Priory,"c(-2.308909, 53.429158)"
M33 2AE,-2.317757,53.424937,E05000833,Priory,"c(-2.317757, 53.424937)"
M33 2AF,-2.31591,53.425517,E05000833,Priory,"c(-2.31591, 53.425517)"
M33 2AG,-2.311754,53.427182,E05000833,Priory,"c(-2.311754, 53.427182)"
M33 2AH,-2.310951,53.422411,E05000835,Sale Moor,"c(-2.310951, 53.422411)"
M33 2AJ,-2.310084,53.42724,E05000833,Priory,"c(-2.310084, 53.42724)"
M33 2AL,-2.315949,53.424654,E05000833,Priory,"c(-2.315949, 53.424654)"
M33 2AN,-2.315085,53.425915,E05000833,Priory,"c(-2.315085, 53.425915)"
M33 2AP,-2.313961,53.426502,E05000833,Priory,"c(-2.313961, 53.426502)"
M33 2AQ,-2.313556,53.426647,E05000833,Priory,"c(-2.313556, 53.426647)"
M33 2AR,-2.311077,53.427229,E05000833,Priory,"c(-2.311077, 53.427229)"
M33 2AS,-2.311076,53.429152,E05000833,Priory,"c(-2.311076, 53.429152)"
M33 2AT,-2.310159,53.429343,E05000833,Priory,"c(-2.310159, 53.429343)"
M33 2AU,-2.310869,53.429674,E05000833,Priory,"c(-2.310869, 53.429674)"
M33 2AW,-2.313608,53.425559,E05000833,Priory,"c(-2.313608, 53.425559)"
M33 2AX,-2.30984,53.428949,E05000833,Priory,"c(-2.30984, 53.428949)"
M33 2AY,-2.314731,53.426815,E05000833,Priory,"c(-2.314731, 53.426815)"
M33 2AZ,-2.313286,53.426809,E05000833,Priory,"c(-2.313286, 53.426809)"
M33 2BA,-2.312656,53.425022,E05000833,Priory,"c(-2.312656, 53.425022)"
M33 2BB,-2.316725,53.425767,E05000833,Priory,"c(-2.316725, 53.425767)"
M33 2BD,-2.310794,53.425611,E05000833,Priory,"c(-2.310794, 53.425611)"
M33 2BE,-2.310794,53.425611,E05000833,Priory,"c(-2.310794, 53.425611)"
M33 2BF,-2.310561,53.426592,E05000833,Priory,"c(-2.310561, 53.426592)"
M33 2BG,-2.311549,53.425942,E05000833,Priory,"c(-2.311549, 53.425942)"
M33 2BH,-2.314184,53.424048,E05000833,Priory,"c(-2.314184, 53.424048)"
M33 2BJ,-2.312287,53.423954,E05000833,Priory,"c(-2.312287, 53.423954)"
M33 2BL,-2.316725,53.425767,E05000833,Priory,"c(-2.316725, 53.425767)"
M33 2BN,-2.312808,53.42522,E05000833,Priory,"c(-2.312808, 53.42522)"
M33 2BP,-2.31058,53.425181,E05000833,Priory,"c(-2.31058, 53.425181)"
M33 2BQ,-2.311182,53.425107,E05000833,Priory,"c(-2.311182, 53.425107)"
M33 2BR,-2.309341,53.426568,E05000833,Priory,"c(-2.309341, 53.426568)"
M33 2BS,-2.31002,53.426746,E05000833,Priory,"c(-2.31002, 53.426746)"
M33 2BT,-2.308587,53.428314,E05000833,Priory,"c(-2.308587, 53.428314)"
M33 2BU,-2.309265,53.42842,E05000833,Priory,"c(-2.309265, 53.42842)"
M33 2BW,-2.311782,53.424926,E05000833,Priory,"c(-2.311782, 53.424926)"
M33 2BX,-2.30876,53.429356,E05000833,Priory,"c(-2.30876, 53.429356)"
M33 2BY,-2.30834,53.429654,E05000833,Priory,"c(-2.30834, 53.429654)"
M33 2BZ,-2.306466,53.428499,E05000833,Priory,"c(-2.306466, 53.428499)"
M33 2DA,-2.307623,53.428235,E05000833,Priory,"c(-2.307623, 53.428235)"
M33 2DB,-2.307003,53.427877,E05000833,Priory,"c(-2.307003, 53.427877)"
M33 2DD,-2.308352,53.42711,E05000833,Priory,"c(-2.308352, 53.42711)"
M33 2DE,-2.305608,53.42638,E05000833,Priory,"c(-2.305608, 53.42638)"
M33 2DF,-2.299959,53.423437,E05000835,Sale Moor,"c(-2.299959, 53.423437)"
M33 2DG,-2.31151,53.422652,E05000835,Sale Moor,"c(-2.31151, 53.422652)"
M33 2DH,-2.31706,53.424263,E05000833,Priory,"c(-2.31706, 53.424263)"
M33 2DJ,-2.316725,53.425767,E05000833,Priory,"c(-2.316725, 53.425767)"
M33 2DL,-2.313983,53.423392,E05000833,Priory,"c(-2.313983, 53.423392)"
M33 2DN,-2.314423,53.423849,E05000833,Priory,"c(-2.314423, 53.423849)"
M33 2DP,-2.317301,53.424336,E05000833,Priory,"c(-2.317301, 53.424336)"
M33 2DQ,-2.312207,53.423298,E05000833,Priory,"c(-2.312207, 53.423298)"
M33 2DR,-2.307082,53.422151,E05000835,Sale Moor,"c(-2.307082, 53.422151)"
M33 2DS,-2.308814,53.422327,E05000835,Sale Moor,"c(-2.308814, 53.422327)"
M33 2DT,-2.30875,53.421759,E05000835,Sale Moor,"c(-2.30875, 53.421759)"
M33 2DU,-2.308167,53.422382,E05000835,Sale Moor,"c(-2.308167, 53.422382)"
M33 2DW,-2.314863,53.424306,E05000833,Priory,"c(-2.314863, 53.424306)"
M33 2DX,-2.30749,53.422303,E05000835,Sale Moor,"c(-2.30749, 53.422303)"
M33 2DY,-2.307111,53.424093,E05000835,Sale Moor,"c(-2.307111, 53.424093)"
M33 2DZ,-2.306628,53.423869,E05000835,Sale Moor,"c(-2.306628, 53.423869)"
M33 2EA,-2.306205,53.423628,E05000835,Sale Moor,"c(-2.306205, 53.423628)"
M33 2EB,-2.306389,53.422045,E05000835,Sale Moor,"c(-2.306389, 53.422045)"
M33 2ED,-2.306803,53.421047,E05000835,Sale Moor,"c(-2.306803, 53.421047)"
M33 2EE,-2.305735,53.42309,E05000835,Sale Moor,"c(-2.305735, 53.42309)"
M33 2EF,-2.307141,53.421871,E05000835,Sale Moor,"c(-2.307141, 53.421871)"
M33 2EG,-2.302677,53.422702,E05000835,Sale Moor,"c(-2.302677, 53.422702)"
M33 2EH,-2.306619,53.422557,E05000835,Sale Moor,"c(-2.306619, 53.422557)"
M33 2EJ,-2.306172,53.42112,E05000835,Sale Moor,"c(-2.306172, 53.42112)"
M33 2EL,-2.304948,53.424555,E05000835,Sale Moor,"c(-2.304948, 53.424555)"
M33 2EN,-2.308811,53.426129,E05000833,Priory,"c(-2.308811, 53.426129)"
M33 2EP,-2.304747,53.421753,E05000835,Sale Moor,"c(-2.304747, 53.421753)"
M33 2EQ,-2.303155,53.422224,E05000835,Sale Moor,"c(-2.303155, 53.422224)"
M33 2ER,-2.305174,53.424655,E05000835,Sale Moor,"c(-2.305174, 53.424655)"
M33 2ES,-2.307514,53.425611,E05000833,Priory,"c(-2.307514, 53.425611)"
M33 2ET,-2.306136,53.42654,E05000833,Priory,"c(-2.306136, 53.42654)"
M33 2EU,-2.303339,53.424831,E05000833,Priory,"c(-2.303339, 53.424831)"
M33 2EW,-2.306613,53.425883,E05000833,Priory,"c(-2.306613, 53.425883)"
M33 2EX,-2.301748,53.423199,E05000835,Sale Moor,"c(-2.301748, 53.423199)"
M33 2EY,-2.300739,53.423129,E05000835,Sale Moor,"c(-2.300739, 53.423129)"
M33 2EZ,-2.29779,53.423245,E05000835,Sale Moor,"c(-2.29779, 53.423245)"
M33 2FA,-2.304835,53.423515,E05000835,Sale Moor,"c(-2.304835, 53.423515)"
M33 2FB,-2.306071,53.421741,E05000835,Sale Moor,"c(-2.306071, 53.421741)"
M33 2FD,-2.305322,53.42221,E05000835,Sale Moor,"c(-2.305322, 53.42221)"
M33 2FE,-2.305568,53.420752,E05000835,Sale Moor,"c(-2.305568, 53.420752)"
M33 2FF,-2.316725,53.425767,E05000833,Priory,"c(-2.316725, 53.425767)"
M33 2FG,-2.303191,53.423024,E05000835,Sale Moor,"c(-2.303191, 53.423024)"
M33 2FH,-2.300462,53.420164,E05000835,Sale Moor,"c(-2.300462, 53.420164)"
M33 2FJ,-2.302216,53.423395,E05000835,Sale Moor,"c(-2.302216, 53.423395)"
M33 2FL,-2.302097,53.423683,E05000835,Sale Moor,"c(-2.302097, 53.423683)"
M33 2FN,-2.299153,53.424473,E05000835,Sale Moor,"c(-2.299153, 53.424473)"
M33 2FP,-2.304607,53.421133,E05000835,Sale Moor,"c(-2.304607, 53.421133)"
M33 2FQ,-2.303809,53.423167,E05000835,Sale Moor,"c(-2.303809, 53.423167)"
M33 2FR,-2.30947,53.42557,E05000833,Priory,"c(-2.30947, 53.42557)"
M33 2FS,-2.3074,53.426609,E05000833,Priory,"c(-2.3074, 53.426609)"
M33 2FT,-2.304707,53.426652,E05000833,Priory,"c(-2.304707, 53.426652)"
M33 2FU,-2.301526,53.423802,E05000835,Sale Moor,"c(-2.301526, 53.423802)"
M33 2FW,-2.299617,53.421937,E05000835,Sale Moor,"c(-2.299617, 53.421937)"
M33 2FX,-2.299524,53.423726,E05000835,Sale Moor,"c(-2.299524, 53.423726)"
M33 2FY,-2.298209,53.422893,E05000835,Sale Moor,"c(-2.298209, 53.422893)"
M33 2FZ,-2.300399,53.421709,E05000835,Sale Moor,"c(-2.300399, 53.421709)"
M33 2GA,-2.316725,53.425767,E05000833,Priory,"c(-2.316725, 53.425767)"
