oa11cd,lsoa11cd,lsoa11nm,msoa11cd,msoa11nm,lad11cd,lad11nm
E00030578,E01006037,Tameside 022C,E02001250,Tameside 022,E08000008,Tameside
E00030579,E01006033,Tameside 020C,E02001248,Tameside 020,E08000008,Tameside
E00030580,E01006034,Tameside 020D,E02001248,Tameside 020,E08000008,Tameside
E00030581,E01006032,Tameside 020B,E02001248,Tameside 020,E08000008,Tameside
E00030582,E01006031,Tameside 020A,E02001248,Tameside 020,E08000008,Tameside
E00030583,E01006031,Tameside 020A,E02001248,Tameside 020,E08000008,Tameside
E00030585,E01006034,Tameside 020D,E02001248,Tameside 020,E08000008,Tameside
E00030586,E01006032,Tameside 020B,E02001248,Tameside 020,E08000008,Tameside
E00030587,E01006031,Tameside 020A,E02001248,Tameside 020,E08000008,Tameside
E00030588,E01006038,Tameside 022D,E02001250,Tameside 022,E08000008,Tameside
E00030589,E01006038,Tameside 022D,E02001250,Tameside 022,E08000008,Tameside
E00030590,E01006034,Tameside 020D,E02001248,Tameside 020,E08000008,Tameside
E00030591,E01006039,Tameside 028D,E02001256,Tameside 028,E08000008,Tameside
E00030592,E01006039,Tameside 028D,E02001256,Tameside 028,E08000008,Tameside
E00030593,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030594,E01006044,Tameside 030C,E02001258,Tameside 030,E08000008,Tameside
E00030595,E01006041,Tameside 028F,E02001256,Tameside 028,E08000008,Tameside
E00030596,E01006041,Tameside 028F,E02001256,Tameside 028,E08000008,Tameside
E00030597,E01006041,Tameside 028F,E02001256,Tameside 028,E08000008,Tameside
E00030598,E01006043,Tameside 030B,E02001258,Tameside 030,E08000008,Tameside
E00030599,E01006039,Tameside 028D,E02001256,Tameside 028,E08000008,Tameside
E00030600,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030601,E01006043,Tameside 030B,E02001258,Tameside 030,E08000008,Tameside
E00030602,E01006041,Tameside 028F,E02001256,Tameside 028,E08000008,Tameside
E00030603,E01006043,Tameside 030B,E02001258,Tameside 030,E08000008,Tameside
E00030604,E01006046,Tameside 030E,E02001258,Tameside 030,E08000008,Tameside
E00030605,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030606,E01006044,Tameside 030C,E02001258,Tameside 030,E08000008,Tameside
E00030607,E01006043,Tameside 030B,E02001258,Tameside 030,E08000008,Tameside
E00030608,E01006045,Tameside 030D,E02001258,Tameside 030,E08000008,Tameside
E00030609,E01006044,Tameside 030C,E02001258,Tameside 030,E08000008,Tameside
E00030610,E01006046,Tameside 030E,E02001258,Tameside 030,E08000008,Tameside
E00030611,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030612,E01006043,Tameside 030B,E02001258,Tameside 030,E08000008,Tameside
E00030613,E01006045,Tameside 030D,E02001258,Tameside 030,E08000008,Tameside
E00030614,E01006044,Tameside 030C,E02001258,Tameside 030,E08000008,Tameside
E00030615,E01006044,Tameside 030C,E02001258,Tameside 030,E08000008,Tameside
E00030616,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030617,E01006042,Tameside 030A,E02001258,Tameside 030,E08000008,Tameside
E00030618,E01006046,Tameside 030E,E02001258,Tameside 030,E08000008,Tameside
E00030619,E01006046,Tameside 030E,E02001258,Tameside 030,E08000008,Tameside
E00030620,E01006046,Tameside 030E,E02001258,Tameside 030,E08000008,Tameside
E00030621,E01006045,Tameside 030D,E02001258,Tameside 030,E08000008,Tameside
E00030622,E01006045,Tameside 030D,E02001258,Tameside 030,E08000008,Tameside
E00030623,E01006045,Tameside 030D,E02001258,Tameside 030,E08000008,Tameside
E00030624,E01006040,Tameside 028E,E02001256,Tameside 028,E08000008,Tameside
E00030625,E01006040,Tameside 028E,E02001256,Tameside 028,E08000008,Tameside
E00030626,E01006039,Tameside 028D,E02001256,Tameside 028,E08000008,Tameside
E00030627,E01006040,Tameside 028E,E02001256,Tameside 028,E08000008,Tameside
E00030628,E01006040,Tameside 028E,E02001256,Tameside 028,E08000008,Tameside
E00030629,E01006041,Tameside 028F,E02001256,Tameside 028,E08000008,Tameside
E00030630,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030632,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030633,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030634,E01006052,Tameside 027D,E02001255,Tameside 027,E08000008,Tameside
E00030635,E01006052,Tameside 027D,E02001255,Tameside 027,E08000008,Tameside
E00030636,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030637,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030638,E01006052,Tameside 027D,E02001255,Tameside 027,E08000008,Tameside
E00030639,E01006051,Tameside 023D,E02001251,Tameside 023,E08000008,Tameside
E00030640,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030641,E01006051,Tameside 023D,E02001251,Tameside 023,E08000008,Tameside
E00030642,E01006050,Tameside 027C,E02001255,Tameside 027,E08000008,Tameside
E00030643,E01006051,Tameside 023D,E02001251,Tameside 023,E08000008,Tameside
E00030644,E01006051,Tameside 023D,E02001251,Tameside 023,E08000008,Tameside
E00030645,E01006051,Tameside 023D,E02001251,Tameside 023,E08000008,Tameside
E00030646,E01006049,Tameside 023C,E02001251,Tameside 023,E08000008,Tameside
E00030647,E01006047,Tameside 023A,E02001251,Tameside 023,E08000008,Tameside
E00030648,E01006047,Tameside 023A,E02001251,Tameside 023,E08000008,Tameside
E00030649,E01006047,Tameside 023A,E02001251,Tameside 023,E08000008,Tameside
E00030650,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030651,E01006047,Tameside 023A,E02001251,Tameside 023,E08000008,Tameside
E00030652,E01006047,Tameside 023A,E02001251,Tameside 023,E08000008,Tameside
E00030653,E01006049,Tameside 023C,E02001251,Tameside 023,E08000008,Tameside
E00030654,E01006049,Tameside 023C,E02001251,Tameside 023,E08000008,Tameside
E00030655,E01006049,Tameside 023C,E02001251,Tameside 023,E08000008,Tameside
E00030656,E01006049,Tameside 023C,E02001251,Tameside 023,E08000008,Tameside
E00030657,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030658,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030659,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030660,E01006052,Tameside 027D,E02001255,Tameside 027,E08000008,Tameside
E00030661,E01006048,Tameside 023B,E02001251,Tameside 023,E08000008,Tameside
E00030663,E01006052,Tameside 027D,E02001255,Tameside 027,E08000008,Tameside
E00030664,E01006053,Tameside 001A,E02001229,Tameside 001,E08000008,Tameside
E00030665,E01006055,Tameside 001C,E02001229,Tameside 001,E08000008,Tameside
E00030666,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030667,E01006058,Tameside 001E,E02001229,Tameside 001,E08000008,Tameside
E00030668,E01006057,Tameside 001D,E02001229,Tameside 001,E08000008,Tameside
E00030669,E01006055,Tameside 001C,E02001229,Tameside 001,E08000008,Tameside
E00030670,E01006055,Tameside 001C,E02001229,Tameside 001,E08000008,Tameside
E00030671,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030672,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030673,E01006055,Tameside 001C,E02001229,Tameside 001,E08000008,Tameside
E00030674,E01006058,Tameside 001E,E02001229,Tameside 001,E08000008,Tameside
E00030675,E01006058,Tameside 001E,E02001229,Tameside 001,E08000008,Tameside
E00030676,E01006056,Tameside 003A,E02001231,Tameside 003,E08000008,Tameside
E00030677,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030678,E01006056,Tameside 003A,E02001231,Tameside 003,E08000008,Tameside
E00030679,E01006053,Tameside 001A,E02001229,Tameside 001,E08000008,Tameside
E00030680,E01006056,Tameside 003A,E02001231,Tameside 003,E08000008,Tameside
E00030681,E01006056,Tameside 003A,E02001231,Tameside 003,E08000008,Tameside
E00030682,E01006058,Tameside 001E,E02001229,Tameside 001,E08000008,Tameside
E00030684,E01006059,Tameside 001F,E02001229,Tameside 001,E08000008,Tameside
E00030685,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030686,E01006057,Tameside 001D,E02001229,Tameside 001,E08000008,Tameside
E00030687,E01006058,Tameside 001E,E02001229,Tameside 001,E08000008,Tameside
E00030688,E01006059,Tameside 001F,E02001229,Tameside 001,E08000008,Tameside
E00030689,E01006057,Tameside 001D,E02001229,Tameside 001,E08000008,Tameside
E00030690,E01006059,Tameside 001F,E02001229,Tameside 001,E08000008,Tameside
E00030691,E01006057,Tameside 001D,E02001229,Tameside 001,E08000008,Tameside
E00030692,E01006057,Tameside 001D,E02001229,Tameside 001,E08000008,Tameside
E00030693,E01006059,Tameside 001F,E02001229,Tameside 001,E08000008,Tameside
E00030694,E01006059,Tameside 001F,E02001229,Tameside 001,E08000008,Tameside
E00030695,E01006053,Tameside 001A,E02001229,Tameside 001,E08000008,Tameside
E00030696,E01006053,Tameside 001A,E02001229,Tameside 001,E08000008,Tameside
E00030697,E01006053,Tameside 001A,E02001229,Tameside 001,E08000008,Tameside
E00030699,E01006054,Tameside 001B,E02001229,Tameside 001,E08000008,Tameside
E00030700,E01006055,Tameside 001C,E02001229,Tameside 001,E08000008,Tameside
E00030701,E01006060,Tameside 008A,E02001236,Tameside 008,E08000008,Tameside
E00030703,E01006062,Tameside 003C,E02001231,Tameside 003,E08000008,Tameside
E00030704,E01006061,Tameside 003B,E02001231,Tameside 003,E08000008,Tameside
E00030705,E01006064,Tameside 008B,E02001236,Tameside 008,E08000008,Tameside
E00030706,E01006064,Tameside 008B,E02001236,Tameside 008,E08000008,Tameside
E00030707,E01006064,Tameside 008B,E02001236,Tameside 008,E08000008,Tameside
E00030708,E01006061,Tameside 003B,E02001231,Tameside 003,E08000008,Tameside
E00030709,E01006062,Tameside 003C,E02001231,Tameside 003,E08000008,Tameside
E00030710,E01006062,Tameside 003C,E02001231,Tameside 003,E08000008,Tameside
E00030711,E01006062,Tameside 003C,E02001231,Tameside 003,E08000008,Tameside
E00030712,E01006061,Tameside 003B,E02001231,Tameside 003,E08000008,Tameside
E00030713,E01006063,Tameside 003D,E02001231,Tameside 003,E08000008,Tameside
E00030714,E01006061,Tameside 003B,E02001231,Tameside 003,E08000008,Tameside
E00030715,E01006061,Tameside 003B,E02001231,Tameside 003,E08000008,Tameside
E00030717,E01006063,Tameside 003D,E02001231,Tameside 003,E08000008,Tameside
E00030718,E01006063,Tameside 003D,E02001231,Tameside 003,E08000008,Tameside
E00030719,E01006063,Tameside 003D,E02001231,Tameside 003,E08000008,Tameside
E00030720,E01006063,Tameside 003D,E02001231,Tameside 003,E08000008,Tameside
E00030721,E01006064,Tameside 008B,E02001236,Tameside 008,E08000008,Tameside
E00030722,E01006065,Tameside 008C,E02001236,Tameside 008,E08000008,Tameside
E00030723,E01006065,Tameside 008C,E02001236,Tameside 008,E08000008,Tameside
E00030724,E01006065,Tameside 008C,E02001236,Tameside 008,E08000008,Tameside
E00030725,E01006060,Tameside 008A,E02001236,Tameside 008,E08000008,Tameside
E00030726,E01006064,Tameside 008B,E02001236,Tameside 008,E08000008,Tameside
E00030727,E01006065,Tameside 008C,E02001236,Tameside 008,E08000008,Tameside
E00030728,E01006060,Tameside 008A,E02001236,Tameside 008,E08000008,Tameside
E00030729,E01006066,Tameside 008D,E02001236,Tameside 008,E08000008,Tameside
E00030730,E01006066,Tameside 008D,E02001236,Tameside 008,E08000008,Tameside
E00030731,E01006060,Tameside 008A,E02001236,Tameside 008,E08000008,Tameside
E00030732,E01006066,Tameside 008D,E02001236,Tameside 008,E08000008,Tameside
E00030733,E01006060,Tameside 008A,E02001236,Tameside 008,E08000008,Tameside
E00030734,E01006066,Tameside 008D,E02001236,Tameside 008,E08000008,Tameside
E00030735,E01006067,Tameside 009A,E02001237,Tameside 009,E08000008,Tameside
E00030736,E01006067,Tameside 009A,E02001237,Tameside 009,E08000008,Tameside
E00030737,E01006069,Tameside 009C,E02001237,Tameside 009,E08000008,Tameside
E00030738,E01006067,Tameside 009A,E02001237,Tameside 009,E08000008,Tameside
E00030739,E01006073,Tameside 009D,E02001237,Tameside 009,E08000008,Tameside
E00030740,E01006069,Tameside 009C,E02001237,Tameside 009,E08000008,Tameside
E00030741,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030742,E01006070,Tameside 015C,E02001243,Tameside 015,E08000008,Tameside
E00030743,E01006071,Tameside 015D,E02001243,Tameside 015,E08000008,Tameside
E00030744,E01006072,Tameside 015E,E02001243,Tameside 015,E08000008,Tameside
E00030745,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030746,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030747,E01006069,Tameside 009C,E02001237,Tameside 009,E08000008,Tameside
E00030748,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030749,E01006070,Tameside 015C,E02001243,Tameside 015,E08000008,Tameside
E00030750,E01006070,Tameside 015C,E02001243,Tameside 015,E08000008,Tameside
E00030751,E01006070,Tameside 015C,E02001243,Tameside 015,E08000008,Tameside
E00030752,E01006070,Tameside 015C,E02001243,Tameside 015,E08000008,Tameside
E00030753,E01006071,Tameside 015D,E02001243,Tameside 015,E08000008,Tameside
E00030754,E01006071,Tameside 015D,E02001243,Tameside 015,E08000008,Tameside
E00030755,E01006072,Tameside 015E,E02001243,Tameside 015,E08000008,Tameside
E00030756,E01006072,Tameside 015E,E02001243,Tameside 015,E08000008,Tameside
E00030757,E01006071,Tameside 015D,E02001243,Tameside 015,E08000008,Tameside
E00030758,E01006071,Tameside 015D,E02001243,Tameside 015,E08000008,Tameside
E00030759,E01006072,Tameside 015E,E02001243,Tameside 015,E08000008,Tameside
E00030760,E01006072,Tameside 015E,E02001243,Tameside 015,E08000008,Tameside
E00030761,E01006073,Tameside 009D,E02001237,Tameside 009,E08000008,Tameside
E00030762,E01006073,Tameside 009D,E02001237,Tameside 009,E08000008,Tameside
E00030763,E01006067,Tameside 009A,E02001237,Tameside 009,E08000008,Tameside
E00030764,E01006073,Tameside 009D,E02001237,Tameside 009,E08000008,Tameside
E00030765,E01006067,Tameside 009A,E02001237,Tameside 009,E08000008,Tameside
E00030766,E01006069,Tameside 009C,E02001237,Tameside 009,E08000008,Tameside
E00030767,E01006073,Tameside 009D,E02001237,Tameside 009,E08000008,Tameside
E00030768,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030769,E01006068,Tameside 009B,E02001237,Tameside 009,E08000008,Tameside
E00030770,E01006069,Tameside 009C,E02001237,Tameside 009,E08000008,Tameside
E00030771,E01006079,Trafford 025D,E02001283,Trafford 025,E08000009,Trafford
E00030772,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030773,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030774,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030775,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030776,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030777,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030778,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030779,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030780,E01006074,Trafford 025A,E02001283,Trafford 025,E08000009,Trafford
E00030781,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030782,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030783,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030784,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030785,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030786,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030787,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030788,E01006076,Trafford 025C,E02001283,Trafford 025,E08000009,Trafford
E00030789,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030790,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030791,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030792,E01006077,Trafford 027A,E02001285,Trafford 027,E08000009,Trafford
E00030793,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030795,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030796,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030797,E01006078,Trafford 024A,E02001282,Trafford 024,E08000009,Trafford
E00030798,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030799,E01006079,Trafford 025D,E02001283,Trafford 025,E08000009,Trafford
E00030800,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030801,E01006074,Trafford 025A,E02001283,Trafford 025,E08000009,Trafford
E00030802,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030803,E01006079,Trafford 025D,E02001283,Trafford 025,E08000009,Trafford
E00030804,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030805,E01006080,Trafford 024B,E02001282,Trafford 024,E08000009,Trafford
E00030806,E01006074,Trafford 025A,E02001283,Trafford 025,E08000009,Trafford
E00030807,E01006074,Trafford 025A,E02001283,Trafford 025,E08000009,Trafford
E00030808,E01006075,Trafford 025B,E02001283,Trafford 025,E08000009,Trafford
E00030809,E01006074,Trafford 025A,E02001283,Trafford 025,E08000009,Trafford
E00030810,E01006079,Trafford 025D,E02001283,Trafford 025,E08000009,Trafford
E00030811,E01006085,Trafford 027D,E02001285,Trafford 027,E08000009,Trafford
E00030812,E01006086,Trafford 027E,E02001285,Trafford 027,E08000009,Trafford
E00030813,E01006081,Trafford 027B,E02001285,Trafford 027,E08000009,Trafford
E00030814,E01006086,Trafford 027E,E02001285,Trafford 027,E08000009,Trafford
E00030815,E01006084,Trafford 026B,E02001284,Trafford 026,E08000009,Trafford
E00030816,E01006086,Trafford 027E,E02001285,Trafford 027,E08000009,Trafford
E00030817,E01006082,Trafford 027C,E02001285,Trafford 027,E08000009,Trafford
E00030818,E01006086,Trafford 027E,E02001285,Trafford 027,E08000009,Trafford
E00030819,E01006084,Trafford 026B,E02001284,Trafford 026,E08000009,Trafford
E00030820,E01006085,Trafford 027D,E02001285,Trafford 027,E08000009,Trafford
E00030821,E01006084,Trafford 026B,E02001284,Trafford 026,E08000009,Trafford
E00030822,E01006081,Trafford 027B,E02001285,Trafford 027,E08000009,Trafford
E00030823,E01006086,Trafford 027E,E02001285,Trafford 027,E08000009,Trafford
E00030824,E01006088,Trafford 026C,E02001284,Trafford 026,E08000009,Trafford
E00030825,E01006088,Trafford 026C,E02001284,Trafford 026,E08000009,Trafford
E00030826,E01006082,Trafford 027C,E02001285,Trafford 027,E08000009,Trafford
E00030827,E01006081,Trafford 027B,E02001285,Trafford 027,E08000009,Trafford
E00030828,E01006088,Trafford 026C,E02001284,Trafford 026,E08000009,Trafford
E00030829,E01006082,Trafford 027C,E02001285,Trafford 027,E08000009,Trafford
E00030830,E01006087,Trafford 025E,E02001283,Trafford 025,E08000009,Trafford
E00030831,E01006088,Trafford 026C,E02001284,Trafford 026,E08000009,Trafford
E00030832,E01006088,Trafford 026C,E02001284,Trafford 026,E08000009,Trafford
E00030833,E01006082,Trafford 027C,E02001285,Trafford 027,E08000009,Trafford
E00030834,E01006083,Trafford 026A,E02001284,Trafford 026,E08000009,Trafford
E00030835,E01006082,Trafford 027C,E02001285,Trafford 027,E08000009,Trafford
E00030836,E01006083,Trafford 026A,E02001284,Trafford 026,E08000009,Trafford
E00030837,E01006083,Trafford 026A,E02001284,Trafford 026,E08000009,Trafford
E00030838,E01006083,Trafford 026A,E02001284,Trafford 026,E08000009,Trafford
E00030839,E01006085,Trafford 027D,E02001285,Trafford 027,E08000009,Trafford
E00030840,E01006085,Trafford 027D,E02001285,Trafford 027,E08000009,Trafford
E00030841,E01006087,Trafford 025E,E02001283,Trafford 025,E08000009,Trafford
E00030842,E01006084,Trafford 026B,E02001284,Trafford 026,E08000009,Trafford
E00030843,E01006085,Trafford 027D,E02001285,Trafford 027,E08000009,Trafford
E00030844,E01006084,Trafford 026B,E02001284,Trafford 026,E08000009,Trafford
E00030845,E01006081,Trafford 027B,E02001285,Trafford 027,E08000009,Trafford
E00030846,E01006087,Trafford 025E,E02001283,Trafford 025,E08000009,Trafford
E00030847,E01006087,Trafford 025E,E02001283,Trafford 025,E08000009,Trafford
E00030848,E01006087,Trafford 025E,E02001283,Trafford 025,E08000009,Trafford
E00030849,E01006091,Trafford 019A,E02001277,Trafford 019,E08000009,Trafford
E00030850,E01006092,Trafford 019B,E02001277,Trafford 019,E08000009,Trafford
E00030851,E01006091,Trafford 019A,E02001277,Trafford 019,E08000009,Trafford
E00030853,E01006089,Trafford 024C,E02001282,Trafford 024,E08000009,Trafford
E00030854,E01006093,Trafford 023A,E02001281,Trafford 023,E08000009,Trafford
E00030855,E01006093,Trafford 023A,E02001281,Trafford 023,E08000009,Trafford
E00030856,E01006092,Trafford 019B,E02001277,Trafford 019,E08000009,Trafford
E00030857,E01006089,Trafford 024C,E02001282,Trafford 024,E08000009,Trafford
E00030858,E01006090,Trafford 020A,E02001278,Trafford 020,E08000009,Trafford
E00030859,E01006093,Trafford 023A,E02001281,Trafford 023,E08000009,Trafford
E00030860,E01006090,Trafford 020A,E02001278,Trafford 020,E08000009,Trafford
E00030861,E01006093,Trafford 023A,E02001281,Trafford 023,E08000009,Trafford
E00030862,E01006093,Trafford 023A,E02001281,Trafford 023,E08000009,Trafford
E00030863,E01006095,Trafford 019C,E02001277,Trafford 019,E08000009,Trafford
E00030864,E01006094,Trafford 020B,E02001278,Trafford 020,E08000009,Trafford
E00030865,E01006095,Trafford 019C,E02001277,Trafford 019,E08000009,Trafford
E00030866,E01006094,Trafford 020B,E02001278,Trafford 020,E08000009,Trafford
E00030867,E01006095,Trafford 019C,E02001277,Trafford 019,E08000009,Trafford
E00030868,E01006095,Trafford 019C,E02001277,Trafford 019,E08000009,Trafford
E00030869,E01006095,Trafford 019C,E02001277,Trafford 019,E08000009,Trafford
E00030870,E01006094,Trafford 020B,E02001278,Trafford 020,E08000009,Trafford
E00030871,E01006094,Trafford 020B,E02001278,Trafford 020,E08000009,Trafford
E00030872,E01006094,Trafford 020B,E02001278,Trafford 020,E08000009,Trafford
E00030873,E01006096,Trafford 020C,E02001278,Trafford 020,E08000009,Trafford
E00030874,E01006096,Trafford 020C,E02001278,Trafford 020,E08000009,Trafford
E00030875,E01006096,Trafford 020C,E02001278,Trafford 020,E08000009,Trafford
E00030876,E01006096,Trafford 020C,E02001278,Trafford 020,E08000009,Trafford
E00030877,E01006089,Trafford 024C,E02001282,Trafford 024,E08000009,Trafford
E00030878,E01006091,Trafford 019A,E02001277,Trafford 019,E08000009,Trafford
E00030879,E01006090,Trafford 020A,E02001278,Trafford 020,E08000009,Trafford
E00030881,E01006089,Trafford 024C,E02001282,Trafford 024,E08000009,Trafford
E00030882,E01006090,Trafford 020A,E02001278,Trafford 020,E08000009,Trafford
E00030883,E01006089,Trafford 024C,E02001282,Trafford 024,E08000009,Trafford
E00030884,E01006092,Trafford 019B,E02001277,Trafford 019,E08000009,Trafford
E00030885,E01006092,Trafford 019B,E02001277,Trafford 019,E08000009,Trafford
E00030886,E01006101,Trafford 021A,E02001279,Trafford 021,E08000009,Trafford
E00030887,E01006100,Trafford 020D,E02001278,Trafford 020,E08000009,Trafford
E00030888,E01006099,Trafford 014B,E02001272,Trafford 014,E08000009,Trafford
E00030889,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030890,E01006100,Trafford 020D,E02001278,Trafford 020,E08000009,Trafford
E00030891,E01006098,Trafford 014A,E02001272,Trafford 014,E08000009,Trafford
E00030892,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030893,E01006100,Trafford 020D,E02001278,Trafford 020,E08000009,Trafford
E00030894,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030895,E01006099,Trafford 014B,E02001272,Trafford 014,E08000009,Trafford
E00030896,E01006100,Trafford 020D,E02001278,Trafford 020,E08000009,Trafford
E00030897,E01006099,Trafford 014B,E02001272,Trafford 014,E08000009,Trafford
E00030898,E01006099,Trafford 014B,E02001272,Trafford 014,E08000009,Trafford
E00030899,E01006101,Trafford 021A,E02001279,Trafford 021,E08000009,Trafford
E00030900,E01006098,Trafford 014A,E02001272,Trafford 014,E08000009,Trafford
E00030901,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030902,E01006098,Trafford 014A,E02001272,Trafford 014,E08000009,Trafford
E00030903,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030904,E01006102,Trafford 018A,E02001276,Trafford 018,E08000009,Trafford
E00030905,E01006102,Trafford 018A,E02001276,Trafford 018,E08000009,Trafford
E00030906,E01006100,Trafford 020D,E02001278,Trafford 020,E08000009,Trafford
E00030907,E01006097,Trafford 015A,E02001273,Trafford 015,E08000009,Trafford
E00030908,E01006098,Trafford 014A,E02001272,Trafford 014,E08000009,Trafford
E00030909,E01006101,Trafford 021A,E02001279,Trafford 021,E08000009,Trafford
E00030910,E01006103,Trafford 020E,E02001278,Trafford 020,E08000009,Trafford
E00030911,E01006102,Trafford 018A,E02001276,Trafford 018,E08000009,Trafford
E00030912,E01006101,Trafford 021A,E02001279,Trafford 021,E08000009,Trafford
E00030913,E01006102,Trafford 018A,E02001276,Trafford 018,E08000009,Trafford
E00030914,E01006102,Trafford 018A,E02001276,Trafford 018,E08000009,Trafford
E00030915,E01006103,Trafford 020E,E02001278,Trafford 020,E08000009,Trafford
E00030916,E01006103,Trafford 020E,E02001278,Trafford 020,E08000009,Trafford
E00030917,E01006103,Trafford 020E,E02001278,Trafford 020,E08000009,Trafford
E00030918,E01006103,Trafford 020E,E02001278,Trafford 020,E08000009,Trafford
E00030919,E01006107,Trafford 017D,E02001275,Trafford 017,E08000009,Trafford
E00030920,E01006108,Trafford 017E,E02001275,Trafford 017,E08000009,Trafford
E00030921,E01006108,Trafford 017E,E02001275,Trafford 017,E08000009,Trafford
E00030922,E01006105,Trafford 017B,E02001275,Trafford 017,E08000009,Trafford
E00030923,E01006105,Trafford 017B,E02001275,Trafford 017,E08000009,Trafford
E00030924,E01006104,Trafford 017A,E02001275,Trafford 017,E08000009,Trafford
E00030925,E01006107,Trafford 017D,E02001275,Trafford 017,E08000009,Trafford
E00030926,E01006106,Trafford 017C,E02001275,Trafford 017,E08000009,Trafford
E00030927,E01006106,Trafford 017C,E02001275,Trafford 017,E08000009,Trafford
E00030928,E01006108,Trafford 017E,E02001275,Trafford 017,E08000009,Trafford
E00030929,E01006107,Trafford 017D,E02001275,Trafford 017,E08000009,Trafford
E00030930,E01006104,Trafford 017A,E02001275,Trafford 017,E08000009,Trafford
E00030931,E01006104,Trafford 017A,E02001275,Trafford 017,E08000009,Trafford
E00030932,E01006106,Trafford 017C,E02001275,Trafford 017,E08000009,Trafford
E00030933,E01006107,Trafford 017D,E02001275,Trafford 017,E08000009,Trafford
E00030934,E01006104,Trafford 017A,E02001275,Trafford 017,E08000009,Trafford
E00030935,E01006104,Trafford 017A,E02001275,Trafford 017,E08000009,Trafford
