LSOA11CD,LSOA11NM,WD15CD,WD15NM,LAD15CD,LAD15NM
E01006251,Wigan 029B,E05000843,Astley Mosley Common,E08000010,Wigan
E01006252,Wigan 034C,E05000852,Leigh East,E08000010,Wigan
E01006253,Wigan 005A,E05000862,Wigan West,E08000010,Wigan
E01006254,Wigan 005B,E05000862,Wigan West,E08000010,Wigan
E01006255,Wigan 005C,E05000862,Wigan West,E08000010,Wigan
E01006256,Wigan 005D,E05000862,Wigan West,E08000010,Wigan
E01006257,Wigan 008A,E05000862,Wigan West,E08000010,Wigan
E01006258,Wigan 008B,E05000862,Wigan West,E08000010,Wigan
E01006259,Wigan 003A,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006260,Wigan 005E,E05000862,Wigan West,E08000010,Wigan
E01006261,Wigan 036C,E05000846,Bryn,E08000010,Wigan
E01006262,Wigan 032A,E05000846,Bryn,E08000010,Wigan
E01006263,Wigan 032B,E05000846,Bryn,E08000010,Wigan
E01006264,Wigan 036D,E05000846,Bryn,E08000010,Wigan
E01006265,Wigan 036E,E05000846,Bryn,E08000010,Wigan
E01006266,Wigan 032C,E05000846,Bryn,E08000010,Wigan
E01006267,Wigan 032D,E05000846,Bryn,E08000010,Wigan
E01006268,Wigan 032E,E05000846,Bryn,E08000010,Wigan
E01006269,Wigan 013A,E05000849,Hindley,E08000010,Wigan
E01006270,Wigan 016A,E05000849,Hindley,E08000010,Wigan
E01006271,Wigan 013B,E05000849,Hindley,E08000010,Wigan
E01006272,Wigan 013C,E05000849,Hindley,E08000010,Wigan
E01006273,Wigan 013D,E05000849,Hindley,E08000010,Wigan
E01006274,Wigan 016B,E05000849,Hindley,E08000010,Wigan
E01006275,Wigan 016C,E05000849,Hindley,E08000010,Wigan
E01006276,Wigan 013E,E05000849,Hindley,E08000010,Wigan
E01006277,Wigan 016D,E05000850,Hindley Green,E08000010,Wigan
E01006278,Wigan 019A,E05000850,Hindley Green,E08000010,Wigan
E01006279,Wigan 019B,E05000850,Hindley Green,E08000010,Wigan
E01006280,Wigan 019C,E05000850,Hindley Green,E08000010,Wigan
E01006281,Wigan 019D,E05000850,Hindley Green,E08000010,Wigan
E01006282,Wigan 027A,E05000854,Leigh West,E08000010,Wigan
E01006283,Wigan 027B,E05000854,Leigh West,E08000010,Wigan
E01006284,Wigan 027C,E05000854,Leigh West,E08000010,Wigan
E01006285,Wigan 019E,E05000850,Hindley Green,E08000010,Wigan
E01006286,Wigan 016E,E05000850,Hindley Green,E08000010,Wigan
E01006287,Wigan 017D,E05000845,Atherton,E08000010,Wigan
E01006288,Wigan 025A,E05000860,Tyldesley,E08000010,Wigan
E01006289,Wigan 017E,E05000845,Atherton,E08000010,Wigan
E01006290,Wigan 022A,E05000845,Atherton,E08000010,Wigan
E01006291,Wigan 022B,E05000845,Atherton,E08000010,Wigan
E01006292,Wigan 022C,E05000845,Atherton,E08000010,Wigan
E01006293,Wigan 022D,E05000860,Tyldesley,E08000010,Wigan
E01006294,Wigan 025B,E05000860,Tyldesley,E08000010,Wigan
E01006295,Wigan 025C,E05000860,Tyldesley,E08000010,Wigan
E01006296,Wigan 037A,E05000853,Leigh South,E08000010,Wigan
E01006297,Wigan 034D,E05000853,Leigh South,E08000010,Wigan
E01006298,Wigan 037B,E05000853,Leigh South,E08000010,Wigan
E01006299,Wigan 037C,E05000853,Leigh South,E08000010,Wigan
E01006300,Wigan 037D,E05000853,Leigh South,E08000010,Wigan
E01006301,Wigan 037E,E05000853,Leigh South,E08000010,Wigan
E01006302,Wigan 040A,E05000855,Lowton East,E08000010,Wigan
E01006303,Wigan 040B,E05000855,Lowton East,E08000010,Wigan
E01006304,Wigan 040C,E05000855,Lowton East,E08000010,Wigan
E01006305,Wigan 012A,E05000851,Ince,E08000010,Wigan
E01006306,Wigan 009A,E05000851,Ince,E08000010,Wigan
E01006307,Wigan 009B,E05000851,Ince,E08000010,Wigan
E01006308,Wigan 012B,E05000851,Ince,E08000010,Wigan
E01006309,Wigan 012C,E05000851,Ince,E08000010,Wigan
E01006310,Wigan 012D,E05000851,Ince,E08000010,Wigan
E01006311,Wigan 012E,E05000851,Ince,E08000010,Wigan
E01006312,Wigan 003B,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006313,Wigan 003C,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006314,Wigan 003D,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006315,Wigan 001A,E05000859,Standish with Langtree,E08000010,Wigan
E01006316,Wigan 001B,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006317,Wigan 001C,E05000859,Standish with Langtree,E08000010,Wigan
E01006318,Wigan 003E,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006319,Wigan 001D,E05000859,Standish with Langtree,E08000010,Wigan
E01006320,Wigan 003F,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006321,Wigan 003G,E05000858,Shevington with Lower Ground,E08000010,Wigan
E01006322,Wigan 026D,E05000854,Leigh West,E08000010,Wigan
E01006323,Wigan 033A,E05000854,Leigh West,E08000010,Wigan
E01006324,Wigan 033B,E05000854,Leigh West,E08000010,Wigan
E01006325,Wigan 033C,E05000854,Leigh West,E08000010,Wigan
E01006326,Wigan 033D,E05000854,Leigh West,E08000010,Wigan
E01006327,Wigan 033E,E05000854,Leigh West,E08000010,Wigan
E01006328,Wigan 030A,E05000854,Leigh West,E08000010,Wigan
E01006329,Wigan 026E,E05000840,Abram,E08000010,Wigan
E01006330,Wigan 031C,E05000852,Leigh East,E08000010,Wigan
E01006331,Wigan 031D,E05000852,Leigh East,E08000010,Wigan
E01006332,Wigan 031E,E05000852,Leigh East,E08000010,Wigan
E01006333,Wigan 030B,E05000852,Leigh East,E08000010,Wigan
E01006334,Wigan 030C,E05000854,Leigh West,E08000010,Wigan
E01006335,Wigan 034E,E05000853,Leigh South,E08000010,Wigan
E01006336,Wigan 027D,E05000844,Atherleigh,E08000010,Wigan
E01006337,Wigan 027E,E05000844,Atherleigh,E08000010,Wigan
E01006338,Wigan 030D,E05000844,Atherleigh,E08000010,Wigan
E01006339,Wigan 039A,E05000848,Golborne and Lowton West,E08000010,Wigan
E01006340,Wigan 039B,E05000848,Golborne and Lowton West,E08000010,Wigan
E01006341,Wigan 040D,E05000855,Lowton East,E08000010,Wigan
E01006342,Wigan 038C,E05000848,Golborne and Lowton West,E08000010,Wigan
E01006343,Wigan 039C,E05000855,Lowton East,E08000010,Wigan
E01006344,Wigan 038D,E05000848,Golborne and Lowton West,E08000010,Wigan
E01006345,Wigan 039D,E05000855,Lowton East,E08000010,Wigan
E01006346,Wigan 038E,E05000848,Golborne and Lowton West,E08000010,Wigan
E01006347,Wigan 040E,E05000855,Lowton East,E08000010,Wigan
E01006348,Wigan 039E,E05000855,Lowton East,E08000010,Wigan
E01006349,Wigan 015A,E05000847,Douglas,E08000010,Wigan
E01006350,Wigan 010A,E05000847,Douglas,E08000010,Wigan
E01006351,Wigan 010B,E05000847,Douglas,E08000010,Wigan
E01006352,Wigan 015B,E05000847,Douglas,E08000010,Wigan
E01006353,Wigan 014A,E05000847,Douglas,E08000010,Wigan
E01006354,Wigan 014B,E05000847,Douglas,E08000010,Wigan
E01006355,Wigan 014C,E05000847,Douglas,E08000010,Wigan
E01006356,Wigan 011A,E05000857,Pemberton,E08000010,Wigan
E01006357,Wigan 010C,E05000857,Pemberton,E08000010,Wigan
E01006358,Wigan 014D,E05000857,Pemberton,E08000010,Wigan
E01006359,Wigan 014E,E05000847,Douglas,E08000010,Wigan
E01006360,Wigan 010D,E05000857,Pemberton,E08000010,Wigan
E01006361,Wigan 010E,E05000857,Pemberton,E08000010,Wigan
E01006362,Wigan 018A,E05000856,Orrell,E08000010,Wigan
E01006363,Wigan 018B,E05000856,Orrell,E08000010,Wigan
E01006364,Wigan 018C,E05000856,Orrell,E08000010,Wigan
E01006365,Wigan 018D,E05000856,Orrell,E08000010,Wigan
E01006366,Wigan 018E,E05000856,Orrell,E08000010,Wigan
E01006367,Wigan 018F,E05000856,Orrell,E08000010,Wigan
E01006368,Wigan 018G,E05000856,Orrell,E08000010,Wigan
E01006369,Wigan 008C,E05000862,Wigan West,E08000010,Wigan
E01006370,Wigan 006A,E05000861,Wigan Central,E08000010,Wigan
E01006371,Wigan 008D,E05000862,Wigan West,E08000010,Wigan
E01006372,Wigan 006B,E05000861,Wigan Central,E08000010,Wigan
E01006373,Wigan 006C,E05000861,Wigan Central,E08000010,Wigan
E01006374,Wigan 006D,E05000861,Wigan Central,E08000010,Wigan
E01006375,Wigan 008E,E05000861,Wigan Central,E08000010,Wigan
E01006376,Wigan 028A,E05000843,Astley Mosley Common,E08000010,Wigan
E01006377,Wigan 025D,E05000860,Tyldesley,E08000010,Wigan
E01006378,Wigan 025E,E05000860,Tyldesley,E08000010,Wigan
E01006379,Wigan 029C,E05000843,Astley Mosley Common,E08000010,Wigan
E01006380,Wigan 029D,E05000843,Astley Mosley Common,E08000010,Wigan
E01006381,Wigan 028B,E05000860,Tyldesley,E08000010,Wigan
E01006382,Wigan 028C,E05000843,Astley Mosley Common,E08000010,Wigan
E01006383,Wigan 028D,E05000843,Astley Mosley Common,E08000010,Wigan
E01006384,Wigan 028E,E05000843,Astley Mosley Common,E08000010,Wigan
E01006385,Wigan 029E,E05000843,Astley Mosley Common,E08000010,Wigan
E01006386,Wigan 009C,E05000861,Wigan Central,E08000010,Wigan
E01006387,Wigan 009D,E05000861,Wigan Central,E08000010,Wigan
E01006388,Wigan 007B,E05000842,Aspull New Springs Whelley,E08000010,Wigan
E01006389,Wigan 007C,E05000842,Aspull New Springs Whelley,E08000010,Wigan
E01006390,Wigan 006E,E05000861,Wigan Central,E08000010,Wigan
E01006391,Wigan 007D,E05000842,Aspull New Springs Whelley,E08000010,Wigan
E01006392,Wigan 009E,E05000851,Ince,E08000010,Wigan
E01006393,Wigan 021A,E05000863,Winstanley,E08000010,Wigan
E01006394,Wigan 021B,E05000863,Winstanley,E08000010,Wigan
E01006395,Wigan 021C,E05000863,Winstanley,E08000010,Wigan
E01006396,Wigan 011B,E05000857,Pemberton,E08000010,Wigan
E01006397,Wigan 011C,E05000857,Pemberton,E08000010,Wigan
E01006398,Wigan 011D,E05000857,Pemberton,E08000010,Wigan
E01006399,Wigan 011E,E05000857,Pemberton,E08000010,Wigan
E01006400,Wigan 021D,E05000863,Winstanley,E08000010,Wigan
E01006401,Wigan 021E,E05000863,Winstanley,E08000010,Wigan
E01006402,Wigan 021F,E05000863,Winstanley,E08000010,Wigan
E01006403,Wigan 021G,E05000863,Winstanley,E08000010,Wigan
E01006404,Wigan 015C,E05000864,Worsley Mesnes,E08000010,Wigan
E01006405,Wigan 015D,E05000864,Worsley Mesnes,E08000010,Wigan
E01006406,Wigan 020A,E05000864,Worsley Mesnes,E08000010,Wigan
E01006407,Wigan 020B,E05000864,Worsley Mesnes,E08000010,Wigan
E01006408,Wigan 020C,E05000864,Worsley Mesnes,E08000010,Wigan
E01006409,Wigan 020D,E05000864,Worsley Mesnes,E08000010,Wigan
E01006410,Wigan 020E,E05000864,Worsley Mesnes,E08000010,Wigan
E01006411,Wigan 015E,E05000864,Worsley Mesnes,E08000010,Wigan
E01032556,Oldham 026E,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01032557,Oldham 026F,E05000719,Alexandra,E08000004,Oldham
E01032558,Oldham 007E,E05000734,St James',E08000004,Oldham
E01032559,Oldham 007F,E05000734,St James',E08000004,Oldham
E01032684,Salford 022E,E05000766,Irwell Riverside,E08000006,Salford
E01032685,Salford 028E,E05000770,Ordsall,E08000006,Salford
E01032686,Salford 028F,E05000770,Ordsall,E08000006,Salford
E01032687,Salford 022F,E05000770,Ordsall,E08000006,Salford
E01032906,Salford 022G,E05000770,Ordsall,E08000006,Salford
E01032907,Salford 022H,E05000761,Broughton,E08000006,Salford
E01032909,Salford 022I,E05000770,Ordsall,E08000006,Salford
E01032911,Salford 022J,E05000770,Ordsall,E08000006,Salford
E01032912,Salford 028G,E05000770,Ordsall,E08000006,Salford
E01032914,Salford 028H,E05000770,Ordsall,E08000006,Salford
E01032915,Salford 028I,E05000770,Ordsall,E08000006,Salford
E01032917,Salford 028J,E05000770,Ordsall,E08000006,Salford
E01032919,Salford 017F,E05000766,Irwell Riverside,E08000006,Salford
E01032920,Oldham 011E,E05000734,St James',E08000004,Oldham
E01032921,Oldham 035G,E05000738,Werneth,E08000004,Oldham
E01032922,Oldham 020E,E05000732,Saddleworth South,E08000004,Oldham
E01033217,Bolton 016E,E05000657,Halliwell,E08000001,Bolton
E01033218,Bolton 028F,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
E01033219,Bolton 028G,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
E01033220,Bolton 016F,E05000657,Halliwell,E08000001,Bolton
E01033258,Rochdale 008G,E05000742,Central Rochdale,E08000005,Rochdale
E01033330,Salford 022K,E05000766,Irwell Riverside,E08000006,Salford
E01033651,Manchester 054B,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033652,Manchester 022F,E05000688,Ardwick,E08000003,Manchester
E01033653,Manchester 055B,E05000697,City Centre,E08000003,Manchester
E01033654,Manchester 055C,E05000697,City Centre,E08000003,Manchester
E01033655,Manchester 056B,E05000694,Cheetham,E08000003,Manchester
E01033656,Manchester 057B,E05000697,City Centre,E08000003,Manchester
E01033657,Manchester 022G,E05000688,Ardwick,E08000003,Manchester
E01033658,Manchester 054C,E05000697,City Centre,E08000003,Manchester
E01033659,Manchester 055D,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033660,Manchester 059B,E05000706,Hulme,E08000003,Manchester
E01033661,Manchester 055E,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033662,Manchester 057C,E05000697,City Centre,E08000003,Manchester
E01033663,Manchester 013E,E05000690,Bradford,E08000003,Manchester
E01033664,Manchester 054D,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033665,Manchester 056C,E05000694,Cheetham,E08000003,Manchester
E01033666,Manchester 017F,E05000690,Bradford,E08000003,Manchester
E01033667,Manchester 054E,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033668,Manchester 015F,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033669,Manchester 015G,E05000690,Bradford,E08000003,Manchester
E01033670,Manchester 039E,E05000696,Chorlton Park,E08000003,Manchester
E01033671,Manchester 039F,E05000696,Chorlton Park,E08000003,Manchester
E01033672,Manchester 059C,E05000706,Hulme,E08000003,Manchester
E01033673,Manchester 059D,E05000706,Hulme,E08000003,Manchester
E01033674,Manchester 058C,E05000694,Cheetham,E08000003,Manchester
E01033675,Manchester 058D,E05000694,Cheetham,E08000003,Manchester
E01033676,Manchester 056D,E05000694,Cheetham,E08000003,Manchester
E01033677,Manchester 060A,E05000697,City Centre,E08000003,Manchester
E01033678,Manchester 009F,E05000704,Harpurhey,E08000003,Manchester
E01033679,Manchester 009G,E05000704,Harpurhey,E08000003,Manchester
E01033680,Manchester 028E,E05000716,Whalley Range,E08000003,Manchester
E01033681,Manchester 060B,E05000697,City Centre,E08000003,Manchester
E01033682,Manchester 060C,E05000697,City Centre,E08000003,Manchester
E01033683,Manchester 060D,E05000697,City Centre,E08000003,Manchester
E01033684,Manchester 013F,E05000690,Bradford,E08000003,Manchester
E01033685,Manchester 003F,E05000693,Charlestown,E08000003,Manchester
E01033686,Manchester 028F,E05000716,Whalley Range,E08000003,Manchester
E01033687,Manchester 003G,E05000693,Charlestown,E08000003,Manchester
E01033688,Manchester 013G,E05000690,Bradford,E08000003,Manchester
