lsoa11cd,wd17cd,wd17nm,lad17cd,lad17nm
E01005011,E05000677,Pilkington Park,E08000002,Bury
E01005012,E05000680,Radcliffe West,E08000002,Bury
E01005013,E05000680,Radcliffe West,E08000002,Bury
E01005014,E05000681,Ramsbottom,E08000002,Bury
E01005015,E05000681,Ramsbottom,E08000002,Bury
E01005016,E05000681,Ramsbottom,E08000002,Bury
E01005017,E05000681,Ramsbottom,E08000002,Bury
E01005018,E05000681,Ramsbottom,E08000002,Bury
E01005019,E05000681,Ramsbottom,E08000002,Bury
E01005020,E05000681,Ramsbottom,E08000002,Bury
E01005021,E05000681,Ramsbottom,E08000002,Bury
E01005022,E05000676,North Manor,E08000002,Bury
E01005023,E05000676,North Manor,E08000002,Bury
E01005024,E05000672,East,E08000002,Bury
E01005025,E05000682,Redvales,E08000002,Bury
E01032906,E05000770,Ordsall,E08000006,Salford
E01032907,E05000761,Broughton,E08000006,Salford
E01032909,E05000770,Ordsall,E08000006,Salford
E01032911,E05000770,Ordsall,E08000006,Salford
E01032912,E05000770,Ordsall,E08000006,Salford
E01032914,E05000770,Ordsall,E08000006,Salford
E01032915,E05000770,Ordsall,E08000006,Salford
E01032917,E05000770,Ordsall,E08000006,Salford
E01032919,E05000766,Irwell Riverside,E08000006,Salford
E01032920,E05000734,St James',E08000004,Oldham
E01032921,E05000738,Werneth,E08000004,Oldham
E01032922,E05000732,Saddleworth South,E08000004,Oldham
E01033217,E05000657,Halliwell,E08000001,Bolton
E01033218,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
E01033219,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
E01033220,E05000657,Halliwell,E08000001,Bolton
E01033258,E05000742,Central Rochdale,E08000005,Rochdale
E01033330,E05000766,Irwell Riverside,E08000006,Salford
E01033675,E05000694,Cheetham,E08000003,Manchester
E01033676,E05000694,Cheetham,E08000003,Manchester
E01033677,E05000697,City Centre,E08000003,Manchester
E01033678,E05000704,Harpurhey,E08000003,Manchester
E01033679,E05000704,Harpurhey,E08000003,Manchester
E01033680,E05000716,Whalley Range,E08000003,Manchester
E01033681,E05000697,City Centre,E08000003,Manchester
E01033682,E05000697,City Centre,E08000003,Manchester
E01033683,E05000697,City Centre,E08000003,Manchester
E01033684,E05000690,Bradford,E08000003,Manchester
E01033685,E05000693,Charlestown,E08000003,Manchester
E01033686,E05000716,Whalley Range,E08000003,Manchester
E01033687,E05000693,Charlestown,E08000003,Manchester
E01033688,E05000690,Bradford,E08000003,Manchester
E01033651,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033652,E05000688,Ardwick,E08000003,Manchester
E01033653,E05000697,City Centre,E08000003,Manchester
E01033654,E05000697,City Centre,E08000003,Manchester
E01033655,E05000694,Cheetham,E08000003,Manchester
E01033656,E05000697,City Centre,E08000003,Manchester
E01033657,E05000688,Ardwick,E08000003,Manchester
E01033658,E05000697,City Centre,E08000003,Manchester
E01033659,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033660,E05000706,Hulme,E08000003,Manchester
E01033661,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033662,E05000697,City Centre,E08000003,Manchester
E01033663,E05000690,Bradford,E08000003,Manchester
E01033664,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033665,E05000694,Cheetham,E08000003,Manchester
E01033666,E05000690,Bradford,E08000003,Manchester
E01033667,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033668,E05000687,Ancoats and Clayton,E08000003,Manchester
E01033669,E05000690,Bradford,E08000003,Manchester
E01033670,E05000696,Chorlton Park,E08000003,Manchester
E01033671,E05000696,Chorlton Park,E08000003,Manchester
E01033672,E05000706,Hulme,E08000003,Manchester
E01033673,E05000706,Hulme,E08000003,Manchester
E01033674,E05000694,Cheetham,E08000003,Manchester
E01032684,E05000766,Irwell Riverside,E08000006,Salford
E01032685,E05000770,Ordsall,E08000006,Salford
E01032686,E05000770,Ordsall,E08000006,Salford
E01032687,E05000770,Ordsall,E08000006,Salford
E01032556,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01032557,E05000719,Alexandra,E08000004,Oldham
E01032558,E05000734,St James',E08000004,Oldham
E01032559,E05000734,St James',E08000004,Oldham
